"qseqid"	"strata"	"DirInf"	"Maker"	"Braker"	"Araport11"
"AT4G00342.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G00889.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G00953.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G01435.1"	"Arabidopsis thaliana"	0	1	0	1
"AT4G01516.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G01671.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G01703.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G01915.1"	"Arabidopsis thaliana"	0	1	1	1
"AT4G01915.2"	"Arabidopsis thaliana"	0	1	1	1
"AT4G01915.3"	"Arabidopsis thaliana"	0	1	1	1
"AT4G01915.4"	"Arabidopsis thaliana"	0	1	1	1
"AT4G02489.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G02541.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G03157.1"	"Arabidopsis thaliana"	0	1	0	1
"AT4G03165.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G03443.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G04078.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G04415.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G04423.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G04925.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G05071.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G05091.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G05097.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G05612.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G05612.2"	"Arabidopsis thaliana"	0	0	0	1
"AT4G05631.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G05632.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G06479.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G06526.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G06639.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G06655.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G07380.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G07408.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G07445.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G07666.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G07825.1"	"Arabidopsis thaliana"	0	1	1	1
"AT4G07835.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G07868.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G07995.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G08039.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G08263.2"	"Arabidopsis thaliana"	0	0	1	1
"AT4G08406.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G08740.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G08868.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G09035.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G09210.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G09260.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G09355.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G09585.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G09589.1"	"Arabidopsis thaliana"	0	1	0	1
"AT4G09649.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G09731.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G09850.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G09860.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G09880.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G10170.uORF1"	"Arabidopsis thaliana"	1	1	1	1
"AT4G11211.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G11385.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G11543.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G11870.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G12005.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G12005.2"	"Arabidopsis thaliana"	0	0	0	1
"AT4G12380.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G12430.uORF1"	"Arabidopsis thaliana"	1	1	1	1
"AT4G12485.1"	"Arabidopsis thaliana"	1	0	0	1
"AT4G12495.1"	"Arabidopsis thaliana"	1	0	0	1
"AT4G12790.uORF1"	"Arabidopsis thaliana"	1	1	1	1
"AT4G12990.1"	"Arabidopsis thaliana"	0	1	1	1
"AT4G12990.10"	"Arabidopsis thaliana"	0	1	1	1
"AT4G12990.2"	"Arabidopsis thaliana"	0	1	1	1
"AT4G12990.3"	"Arabidopsis thaliana"	0	1	1	1
"AT4G12990.4"	"Arabidopsis thaliana"	0	1	1	1
"AT4G12990.5"	"Arabidopsis thaliana"	0	1	1	1
"AT4G12990.6"	"Arabidopsis thaliana"	0	1	1	1
"AT4G12990.7"	"Arabidopsis thaliana"	0	1	1	1
"AT4G12990.8"	"Arabidopsis thaliana"	0	1	1	1
"AT4G12990.9"	"Arabidopsis thaliana"	0	1	1	1
"AT4G13572.1"	"Arabidopsis thaliana"	0	1	0	1
"AT4G13575.1"	"Arabidopsis thaliana"	0	1	1	1
"AT4G13575.2"	"Arabidopsis thaliana"	0	1	1	1
"AT4G14105.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G14620.uORF1"	"Arabidopsis thaliana"	1	1	1	1
"AT4G15025.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G15150.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G15245.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G16040.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G16040.2"	"Arabidopsis thaliana"	0	0	1	1
"AT4G16215.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G16240.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G16451.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G16855.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G16855.2"	"Arabidopsis thaliana"	0	0	0	1
"AT4G16915.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G16955.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G16983.1"	"Arabidopsis thaliana"	0	1	0	1
"AT4G17243.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G18500.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G19095.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G19270.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G19480.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G20250.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G20290.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G20470.1"	"Arabidopsis thaliana"	1	0	0	1
"AT4G20535.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G20545.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G20555.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G20565.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G20575.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G20650.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G20690.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G20700.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G20700.2"	"Arabidopsis thaliana"	0	0	1	1
"AT4G20707.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G20935.1"	"Arabidopsis thaliana"	1	0	0	1
"AT4G20947.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G20953.1"	"Arabidopsis thaliana"	0	1	1	1
"AT4G21063.1"	"Arabidopsis thaliana"	1	1	0	1
"AT4G21213.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G21515.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G21926.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G22510.1"	"Arabidopsis thaliana"	1	0	0	1
"AT4G22510.2"	"Arabidopsis thaliana"	1	0	0	1
"AT4G22590.uORF1"	"Arabidopsis thaliana"	1	1	1	1
"AT4G23271.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G23970.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G24231.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G24410.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G24413.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G24615.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G24644.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G24920.2"	"Arabidopsis thaliana"	0	1	1	1
"AT4G25510.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G26040.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G26145.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G26290.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G26850.uORF1"	"Arabidopsis thaliana"	1	1	1	1
"AT4G27415.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G27415.2"	"Arabidopsis thaliana"	0	0	0	1
"AT4G27654.1"	"Arabidopsis thaliana"	0	1	0	1
"AT4G28068.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G28755.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G28870.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G29103.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G29548.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G30097.1"	"Arabidopsis thaliana"	0	1	0	1
"AT4G30960.uORF1"	"Arabidopsis thaliana"	1	1	1	1
"AT4G30970.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G31030.1"	"Arabidopsis thaliana"	1	1	0	1
"AT4G31073.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G31260.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G31280.1"	"Arabidopsis thaliana"	0	1	0	1
"AT4G31351.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G31354.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G31354.2"	"Arabidopsis thaliana"	0	0	0	1
"AT4G31354.3"	"Arabidopsis thaliana"	0	0	0	1
"AT4G31355.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G31405.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G31405.2"	"Arabidopsis thaliana"	0	0	0	1
"AT4G31441.1"	"Arabidopsis thaliana"	1	0	0	1
"AT4G31715.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G31960.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G32080.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G32080.2"	"Arabidopsis thaliana"	0	0	1	1
"AT4G32080.3"	"Arabidopsis thaliana"	0	0	1	1
"AT4G32230.1"	"Arabidopsis thaliana"	0	1	1	1
"AT4G32240.1"	"Arabidopsis thaliana"	0	1	1	1
"AT4G32535.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G33310.1"	"Arabidopsis thaliana"	0	1	1	1
"AT4G33735.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G33885.1"	"Arabidopsis thaliana"	0	1	0	1
"AT4G34345.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G34881.1"	"Arabidopsis thaliana"	0	1	0	1
"AT4G35025.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G35375.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G35430.1"	"Arabidopsis thaliana"	1	1	1	1
"AT4G35485.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G35519.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G36170.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G36370.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G36460.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G36510.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G36515.1"	"Arabidopsis thaliana"	1	1	0	1
"AT4G36791.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G36795.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G37022.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G37095.1"	"Arabidopsis thaliana"	1	0	0	1
"AT4G37409.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G37409.2"	"Arabidopsis thaliana"	0	0	0	1
"AT4G37409.3"	"Arabidopsis thaliana"	0	0	0	1
"AT4G37409.4"	"Arabidopsis thaliana"	0	0	0	1
"AT4G37483.1"	"Arabidopsis thaliana"	1	0	0	1
"AT4G37685.1"	"Arabidopsis thaliana"	0	0	1	1
"AT4G38005.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G38330.1"	"Arabidopsis thaliana"	0	1	0	1
"AT4G38330.2"	"Arabidopsis thaliana"	0	1	0	1
"AT4G38330.3"	"Arabidopsis thaliana"	0	1	0	1
"AT4G38330.4"	"Arabidopsis thaliana"	0	1	0	1
"AT4G38330.5"	"Arabidopsis thaliana"	0	1	0	1
"AT4G38401.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G38405.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G38775.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G38781.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G38820.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G39403.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G39930.1"	"Arabidopsis thaliana"	0	0	0	1
"AT4G39930.2"	"Arabidopsis thaliana"	0	0	0	1
"AT4G40011.1"	"Arabidopsis thaliana"	1	0	0	1
"AT4G40063.1"	"Arabidopsis thaliana"	0	1	0	1
"AT5G01015.2"	"Arabidopsis thaliana"	0	1	1	1
"AT5G01017.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G01710.uORF1"	"Arabidopsis thaliana"	1	1	1	1
"AT5G02065.1"	"Arabidopsis thaliana"	1	0	0	1
"AT5G02480.uORF1"	"Arabidopsis thaliana"	1	1	1	1
"AT5G02690.1"	"Arabidopsis thaliana"	0	1	1	1
"AT5G03130.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G03553.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G03710.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G03885.1"	"Arabidopsis thaliana"	0	1	0	1
"AT5G03944.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G04238.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G04267.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G04853.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G05085.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G05280.uORF1"	"Arabidopsis thaliana"	0	1	1	1
"AT5G05285.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G05598.1"	"Arabidopsis thaliana"	1	0	0	1
"AT5G05635.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G05653.1"	"Arabidopsis thaliana"	1	0	0	1
"AT5G05675.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G05735.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G06190.1"	"Arabidopsis thaliana"	0	1	0	1
"AT5G06190.2"	"Arabidopsis thaliana"	0	1	0	1
"AT5G07175.1"	"Arabidopsis thaliana"	0	1	0	1
"AT5G07545.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G08090.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G09445.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G09460.uORF2"	"Arabidopsis thaliana"	1	1	1	1
"AT5G09670.uORF1"	"Arabidopsis thaliana"	1	1	1	1
"AT5G09711.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G10336.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G12043.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G12236.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G13181.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G13181.2"	"Arabidopsis thaliana"	0	0	0	1
"AT5G13295.1"	"Arabidopsis thaliana"	1	0	0	1
"AT5G13565.1"	"Arabidopsis thaliana"	0	1	0	1
"AT5G14275.1"	"Arabidopsis thaliana"	0	1	0	1
"AT5G14515.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G14560.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G15008.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G15420.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G15533.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G15537.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G15537.2"	"Arabidopsis thaliana"	0	0	1	1
"AT5G15745.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G15843.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G15853.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G17305.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G17345.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G17847.1"	"Arabidopsis thaliana"	1	0	0	1
"AT5G18407.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G18735.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G18748.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G18933.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G18937.1"	"Arabidopsis thaliana"	0	1	1	1
"AT5G19595.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G19633.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G19675.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G20447.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G20460.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G20730.uORF1"	"Arabidopsis thaliana"	1	1	1	1
"AT5G20730.uORF2"	"Arabidopsis thaliana"	1	1	1	1
"AT5G21020.2"	"Arabidopsis thaliana"	0	0	1	1
"AT5G21125.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G22145.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G22505.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G22608.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G22608.2"	"Arabidopsis thaliana"	0	0	1	1
"AT5G22608.3"	"Arabidopsis thaliana"	0	0	1	1
"AT5G22765.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G22785.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G22799.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G22799.2"	"Arabidopsis thaliana"	0	0	1	1
"AT5G23115.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G23411.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G23460.1"	"Arabidopsis thaliana"	0	1	1	1
"AT5G23908.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G24215.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G24575.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G25750.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G25755.1"	"Arabidopsis thaliana"	0	1	0	1
"AT5G25755.2"	"Arabidopsis thaliana"	0	1	0	1
"AT5G25756.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G25870.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G25995.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G26262.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G26622.2"	"Arabidopsis thaliana"	1	1	1	1
"AT5G26840.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G26890.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G26970.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G27065.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G27093.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G27170.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G27247.1"	"Arabidopsis thaliana"	1	0	0	1
"AT5G27340.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G27889.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G27893.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G27920.uORF1"	"Arabidopsis thaliana"	1	1	1	1
"AT5G28090.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G28295.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G28345.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G28410.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G28462.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G28463.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G28491.1"	"Arabidopsis thaliana"	1	0	0	1
"AT5G28560.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G28620.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G29070.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G29210.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G30341.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G30360.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G33390.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G34829.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G35067.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G35069.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G35195.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G35300.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G35375.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G35490.1"	"Arabidopsis thaliana"	0	1	0	1
"AT5G35510.1"	"Arabidopsis thaliana"	0	1	1	1
"AT5G35688.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G35688.2"	"Arabidopsis thaliana"	0	0	1	1
"AT5G35913.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G35927.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G36900.1"	"Arabidopsis thaliana"	0	1	1	1
"AT5G37240.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G37240.2"	"Arabidopsis thaliana"	0	0	1	1
"AT5G37240.3"	"Arabidopsis thaliana"	0	0	1	1
"AT5G37240.4"	"Arabidopsis thaliana"	0	0	1	1
"AT5G37240.5"	"Arabidopsis thaliana"	0	0	1	1
"AT5G37247.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G37715.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G38397.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G38743.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G39024.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G40315.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G40970.1"	"Arabidopsis thaliana"	0	1	1	1
"AT5G40981.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G41025.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G41071.1"	"Arabidopsis thaliana"	1	0	0	1
"AT5G41109.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G41401.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G41420.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G41763.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G41763.2"	"Arabidopsis thaliana"	0	0	0	1
"AT5G41763.3"	"Arabidopsis thaliana"	0	0	0	1
"AT5G41908.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G42053.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G42504.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G43211.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G43480.1"	"Arabidopsis thaliana"	1	1	1	1
"AT5G44063.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G44065.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G44306.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G45455.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G45469.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G45573.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G46085.1"	"Arabidopsis thaliana"	1	0	0	1
"AT5G46297.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G46395.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G46590.uORF1"	"Arabidopsis thaliana"	0	1	1	1
"AT5G46825.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G47229.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G48200.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G48280.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G48860.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G49450.uORF1"	"Arabidopsis thaliana"	1	1	1	1
"AT5G49590.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G49640.1"	"Arabidopsis thaliana"	0	1	1	1
"AT5G49645.1"	"Arabidopsis thaliana"	1	0	1	1
"AT5G50010.uORF1"	"Arabidopsis thaliana"	1	1	1	1
"AT5G50361.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G50500.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G50540.1"	"Arabidopsis thaliana"	1	1	1	1
"AT5G50562.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G50565.1"	"Arabidopsis thaliana"	1	1	1	1
"AT5G50565.2"	"Arabidopsis thaliana"	1	1	1	1
"AT5G50565.3"	"Arabidopsis thaliana"	1	1	1	1
"AT5G50565.4"	"Arabidopsis thaliana"	1	1	1	1
"AT5G50565.5"	"Arabidopsis thaliana"	1	1	1	1
"AT5G50565.6"	"Arabidopsis thaliana"	1	1	1	1
"AT5G50665.1"	"Arabidopsis thaliana"	0	1	1	1
"AT5G50665.2"	"Arabidopsis thaliana"	0	1	1	1
"AT5G50665.3"	"Arabidopsis thaliana"	0	1	1	1
"AT5G50665.4"	"Arabidopsis thaliana"	0	1	1	1
"AT5G50665.5"	"Arabidopsis thaliana"	0	1	1	1
"AT5G50665.6"	"Arabidopsis thaliana"	0	1	1	1
"AT5G50910.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G51650.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G52045.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G52080.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G52655.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G53410.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G54035.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G54043.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G54410.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G54460.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G55010.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G55508.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G55893.1"	"Arabidopsis thaliana"	0	0	1	1
"AT5G55893.2"	"Arabidopsis thaliana"	0	0	1	1
"AT5G55893.3"	"Arabidopsis thaliana"	0	0	1	1
"AT5G56795.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G57535.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G57567.1"	"Arabidopsis thaliana"	0	1	1	1
"AT5G57569.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G57650.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G58790.1"	"Arabidopsis thaliana"	0	1	1	1
"AT5G58790.3"	"Arabidopsis thaliana"	0	1	1	1
"AT5G59895.1"	"Arabidopsis thaliana"	0	0	0	1
"AT5G60215.1"	"Arabidopsis thaliana"	0	0	0	1
