"qseqid"	"MIND"	"BIND"	"DirInf"	"Maker"	"Braker"	"NCBI"
"BIND_mikado.CM020529.1G1888.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G1893.1.orf1"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G1897.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G1904.1"	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"BIND_mikado.CM020529.1G1908.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G1925.1"	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G1933.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G1939.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G1940.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G1943.1.orf2"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G1945.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G1965.1"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G1967.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G1974.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G1994.1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2003.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2004.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2019.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2020.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2022.1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2022.3"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2024.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2030.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2033.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2034.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2035.1"	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
"BIND_mikado.CM020529.1G2037.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2038.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2039.1"	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
"BIND_mikado.CM020529.1G204.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2042.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2059.1"	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
"BIND_mikado.CM020529.1G2072.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2073.1.orf1"	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2073.1.orf2"	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2076.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2087.1"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2087.2.orf1"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2087.2.orf2"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2091.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2093.1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2094.1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2096.1"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2112.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2120.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2121.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2135.1"	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2138.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2141.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2151.3.orf2"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2157.1"	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2159.1.orf2"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2166.1"	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G217.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2180.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2193.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2194.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2199.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2200.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2201.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2202.1"	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
"BIND_mikado.CM020529.1G2203.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2205.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2212.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2212.2"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2214.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2217.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2226.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2227.1"	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2229.1"	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2232.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2238.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2239.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2245.1"	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2252.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2253.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2271.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2275.1"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2278.1"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2300.1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2302.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2333.1"	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2335.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2336.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2337.1"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G234.1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2344.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2345.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2348.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2349.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G235.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2356.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2371.1"	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2372.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2373.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2390.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2396.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G240.1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2403.1"	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2404.1"	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2410.1.orf1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2410.1.orf2"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2414.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2421.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2425.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2426.1.orf1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G243.1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2434.1"	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2443.1"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2448.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2452.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2465.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2469.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2470.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2477.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2478.1.orf1"	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2478.1.orf2"	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G248.1.orf1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G248.1.orf2"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G248.1.orf3"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2484.1.orf1"	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
"BIND_mikado.CM020529.1G2484.1.orf2"	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
"BIND_mikado.CM020529.1G249.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2491.1"	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
"BIND_mikado.CM020529.1G2498.1.orf1"	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
"BIND_mikado.CM020529.1G2501.1"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2502.1"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2503.1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2504.1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2506.1.orf2"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2506.1.orf3"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2507.1"	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2512.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2515.1"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2517.1"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2547.1.orf1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2547.1.orf2"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2547.2.orf1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2564.1"	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2576.2.orf2"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2582.1"	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2588.1"	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2589.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2600.1"	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2620.1.orf2"	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"BIND_mikado.CM020529.1G2621.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2624.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2626.1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G263.1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G265.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2652.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G266.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2672.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2674.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2675.2.orf2"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2682.1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2689.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2703.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2704.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G271.1"	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2710.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2715.1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2726.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2736.1"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G274.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2747.1.orf1"	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
"BIND_mikado.CM020529.1G2748.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G275.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2752.2.orf2"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2752.3.orf2"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2767.2.orf2"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2773.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2779.1"	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2796.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G280.1.orf1"	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
"BIND_mikado.CM020529.1G280.1.orf2"	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
"BIND_mikado.CM020529.1G2802.1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2841.1"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2842.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2847.3.orf2"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2852.1"	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G288.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2881.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G289.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2911.1"	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2914.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G293.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2939.1.orf2"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2946.1"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G2947.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G295.1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2953.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2959.1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2962.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2965.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2966.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G297.1.orf2"	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
"BIND_mikado.CM020529.1G298.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2983.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G2989.2.orf2"	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
"BIND_mikado.CM020529.1G2992.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3004.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3008.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3009.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3046.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3049.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3072.1"	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3082.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3088.1"	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3091.3.orf2"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3107.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3107.2"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3109.1"	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3114.1"	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
"BIND_mikado.CM020529.1G3122.1"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3123.1"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3124.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3127.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G313.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3139.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3140.1"	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3149.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3158.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3188.1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G320.1"	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3205.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3212.1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3226.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3233.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3235.1"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3236.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G324.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3246.1"	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3247.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G325.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3266.1"	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
"BIND_mikado.CM020529.1G3284.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3293.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3312.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3313.1"	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G332.1"	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3324.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3337.1.orf2"	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE
"BIND_mikado.CM020529.1G3338.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3348.1"	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3349.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G335.1"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G335.2"	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3355.1"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3359.1.orf2"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3364.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3373.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3376.1"	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3386.1.orf2"	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3395.1"	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G34.1"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3404.3.orf2"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3404.4.orf2"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3404.6.orf3"	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"BIND_mikado.CM020529.1G3416.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G342.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3435.1"	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
"BIND_mikado.CM020529.1G345.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3451.1"	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
"BIND_mikado.CM020529.1G3462.1"	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE
