"qseqid"	"DirInf"	"Maker"	"Braker"	"NCBI"
"g30873.t1"	FALSE	FALSE	TRUE	FALSE
"g30874.t1"	FALSE	FALSE	TRUE	FALSE
"g30876.t1"	FALSE	FALSE	TRUE	FALSE
"g30878.t1"	FALSE	FALSE	TRUE	FALSE
"g30880.t1"	FALSE	FALSE	TRUE	FALSE
"g30881.t1"	FALSE	FALSE	TRUE	FALSE
"g30885.t1"	FALSE	FALSE	TRUE	FALSE
"g30906.t1"	FALSE	FALSE	TRUE	FALSE
"g30907.t1"	FALSE	FALSE	TRUE	FALSE
"g30917.t1"	FALSE	FALSE	TRUE	FALSE
"g3091.t1"	FALSE	FALSE	TRUE	FALSE
"g30925.t1"	FALSE	FALSE	TRUE	FALSE
"g30926.t1"	FALSE	FALSE	TRUE	FALSE
"g30927.t1"	FALSE	FALSE	TRUE	FALSE
"g30928.t1"	FALSE	FALSE	TRUE	FALSE
"g30935.t1"	FALSE	FALSE	TRUE	FALSE
"g30936.t1"	FALSE	FALSE	TRUE	FALSE
"g30937.t1"	FALSE	FALSE	TRUE	FALSE
"g30938.t1"	FALSE	FALSE	TRUE	FALSE
"g30941.t1"	FALSE	FALSE	TRUE	FALSE
"g30942.t1"	FALSE	FALSE	TRUE	FALSE
"g3095.t1"	FALSE	FALSE	TRUE	FALSE
"g3097.t1"	FALSE	FALSE	TRUE	FALSE
"g30982.t1"	FALSE	FALSE	TRUE	FALSE
"g30984.t1"	FALSE	FALSE	TRUE	FALSE
"g30985.t1"	FALSE	FALSE	TRUE	FALSE
"g30988.t1"	FALSE	FALSE	TRUE	FALSE
"g30989.t1"	FALSE	FALSE	TRUE	FALSE
"g30992.t1"	FALSE	FALSE	TRUE	FALSE
"g30994.t1"	FALSE	FALSE	TRUE	FALSE
"g30.t1"	FALSE	FALSE	TRUE	FALSE
"g31001.t1"	FALSE	FALSE	TRUE	FALSE
"g31003.t1"	FALSE	FALSE	TRUE	FALSE
"g3100.t2"	FALSE	FALSE	TRUE	FALSE
"g31025.t1"	FALSE	FALSE	TRUE	FALSE
"g31035.t1"	FALSE	FALSE	TRUE	FALSE
"g31036.t1"	FALSE	FALSE	TRUE	FALSE
"g31038.t1"	FALSE	FALSE	TRUE	FALSE
"g31039.t1"	FALSE	FALSE	TRUE	FALSE
"g3103.t1"	FALSE	FALSE	TRUE	FALSE
"g3103.t2"	FALSE	FALSE	TRUE	FALSE
"g31041.t1"	FALSE	FALSE	TRUE	FALSE
"g31044.t1"	FALSE	FALSE	TRUE	FALSE
"g31077.t1"	FALSE	FALSE	TRUE	FALSE
"g31078.t1"	FALSE	FALSE	TRUE	FALSE
"g3107.t1"	FALSE	FALSE	TRUE	FALSE
"g31084.t1"	FALSE	FALSE	TRUE	FALSE
"g31085.t1"	FALSE	FALSE	TRUE	FALSE
"g31086.t1"	FALSE	FALSE	TRUE	FALSE
"g31090.t1"	FALSE	FALSE	TRUE	FALSE
"g31099.t1"	FALSE	FALSE	TRUE	FALSE
"g3109.t1"	FALSE	FALSE	TRUE	FALSE
"g31101.t1"	FALSE	FALSE	TRUE	FALSE
"g31105.t1"	FALSE	FALSE	TRUE	FALSE
"g31111.t1"	FALSE	FALSE	TRUE	FALSE
"g31113.t1"	FALSE	FALSE	TRUE	FALSE
"g31115.t1"	FALSE	FALSE	TRUE	FALSE
"g31118.t1"	FALSE	FALSE	TRUE	FALSE
"g31119.t1"	FALSE	FALSE	TRUE	FALSE
"g31127.t1"	FALSE	FALSE	TRUE	FALSE
"g31133.t1"	FALSE	FALSE	TRUE	FALSE
"g31144.t1"	FALSE	FALSE	TRUE	FALSE
"g31154.t1"	FALSE	FALSE	TRUE	FALSE
"g31155.t1"	FALSE	FALSE	TRUE	FALSE
"g31156.t1"	FALSE	FALSE	TRUE	FALSE
"g3116.t1"	FALSE	FALSE	TRUE	FALSE
"g31216.t1"	FALSE	FALSE	TRUE	FALSE
"g31227.t1"	FALSE	FALSE	TRUE	FALSE
"g31228.t1"	FALSE	FALSE	TRUE	FALSE
"g3122.t1"	FALSE	FALSE	TRUE	FALSE
"g31247.t1"	FALSE	FALSE	TRUE	FALSE
"g31250.t1"	FALSE	FALSE	TRUE	FALSE
"g31268.t1"	FALSE	FALSE	TRUE	FALSE
"g3126.t1"	FALSE	FALSE	TRUE	FALSE
"g31279.t1"	FALSE	FALSE	TRUE	FALSE
"g3127.t1"	FALSE	FALSE	TRUE	FALSE
"g31292.t1"	FALSE	FALSE	TRUE	FALSE
"g31292.t2"	FALSE	FALSE	TRUE	FALSE
"g31296.t1"	FALSE	TRUE	TRUE	FALSE
"g31297.t1"	FALSE	FALSE	TRUE	FALSE
"g31303.t1"	FALSE	FALSE	TRUE	FALSE
"g31308.t1"	FALSE	FALSE	TRUE	FALSE
"g31309.t1"	FALSE	FALSE	TRUE	FALSE
"g31310.t1"	FALSE	FALSE	TRUE	FALSE
"g31311.t1"	FALSE	FALSE	TRUE	FALSE
"g31312.t1"	FALSE	FALSE	TRUE	FALSE
"g31321.t1"	FALSE	FALSE	TRUE	FALSE
"g31323.t1"	FALSE	FALSE	TRUE	FALSE
"g31325.t1"	FALSE	FALSE	TRUE	FALSE
"g3133.t1"	FALSE	FALSE	TRUE	FALSE
"g31355.t1"	FALSE	FALSE	TRUE	FALSE
"g31358.t1"	FALSE	FALSE	TRUE	FALSE
"g31359.t1"	FALSE	FALSE	TRUE	FALSE
"g31365.t1"	FALSE	FALSE	TRUE	FALSE
"g31372.t1"	FALSE	FALSE	TRUE	FALSE
"g31372.t2"	FALSE	FALSE	TRUE	FALSE
"g31383.t1"	FALSE	FALSE	TRUE	FALSE
"g3138.t1"	FALSE	FALSE	TRUE	FALSE
"g313.t1"	FALSE	FALSE	TRUE	FALSE
"g31406.t1"	FALSE	FALSE	TRUE	FALSE
"g31413.t1"	FALSE	FALSE	TRUE	FALSE
"g31426.t1"	FALSE	FALSE	TRUE	FALSE
"g31427.t1"	FALSE	TRUE	TRUE	FALSE
"g31432.t1"	FALSE	FALSE	TRUE	FALSE
"g31434.t1"	FALSE	FALSE	TRUE	FALSE
"g31436.t1"	FALSE	FALSE	TRUE	FALSE
"g31444.t1"	FALSE	FALSE	TRUE	FALSE
"g31445.t1"	FALSE	FALSE	TRUE	FALSE
"g31446.t1"	FALSE	TRUE	TRUE	FALSE
"g31448.t1"	FALSE	FALSE	TRUE	FALSE
"g31449.t1"	FALSE	FALSE	TRUE	FALSE
"g3146.t1"	FALSE	FALSE	TRUE	FALSE
"g31473.t1"	FALSE	FALSE	TRUE	FALSE
"g31487.t1"	FALSE	TRUE	TRUE	FALSE
"g3148.t1"	FALSE	FALSE	TRUE	FALSE
"g31495.t1"	FALSE	FALSE	TRUE	FALSE
"g31502.t1"	FALSE	FALSE	TRUE	FALSE
"g31504.t1"	FALSE	FALSE	TRUE	FALSE
"g31505.t1"	FALSE	FALSE	TRUE	FALSE
"g31506.t1"	FALSE	FALSE	TRUE	FALSE
"g31508.t1"	FALSE	FALSE	TRUE	FALSE
"g3150.t1"	FALSE	FALSE	TRUE	FALSE
"g31511.t1"	FALSE	FALSE	TRUE	FALSE
"g31512.t1"	FALSE	FALSE	TRUE	FALSE
"g31516.t1"	FALSE	FALSE	TRUE	FALSE
"g31534.t1"	FALSE	FALSE	TRUE	FALSE
"g31544.t1"	FALSE	FALSE	TRUE	FALSE
"g31547.t1"	FALSE	FALSE	TRUE	FALSE
"g31548.t1"	FALSE	FALSE	TRUE	FALSE
"g3155.t1"	FALSE	FALSE	TRUE	FALSE
"g3156.t1"	FALSE	TRUE	TRUE	FALSE
"g31585.t1"	FALSE	FALSE	TRUE	FALSE
"g31586.t1"	FALSE	FALSE	TRUE	FALSE
"g31587.t1"	FALSE	FALSE	TRUE	FALSE
"g31588.t1"	FALSE	FALSE	TRUE	FALSE
"g31591.t1"	FALSE	FALSE	TRUE	FALSE
"g31592.t1"	FALSE	FALSE	TRUE	FALSE
"g31594.t1"	FALSE	FALSE	TRUE	FALSE
"g31595.t1"	FALSE	FALSE	TRUE	FALSE
"g31597.t1"	FALSE	FALSE	TRUE	FALSE
"g31598.t1"	FALSE	FALSE	TRUE	FALSE
"g31599.t1"	FALSE	FALSE	TRUE	FALSE
"g3159.t1"	FALSE	FALSE	TRUE	FALSE
"g31600.t1"	FALSE	FALSE	TRUE	FALSE
"g31601.t1"	FALSE	FALSE	TRUE	FALSE
"g31604.t1"	FALSE	FALSE	TRUE	FALSE
"g31605.t1"	FALSE	FALSE	TRUE	FALSE
"g31607.t1"	FALSE	FALSE	TRUE	FALSE
"g31609.t1"	FALSE	FALSE	TRUE	FALSE
"g31610.t1"	FALSE	FALSE	TRUE	FALSE
"g31613.t1"	FALSE	FALSE	TRUE	FALSE
"g31619.t1"	FALSE	FALSE	TRUE	FALSE
"g31623.t1"	FALSE	FALSE	TRUE	FALSE
"g31623.t2"	FALSE	FALSE	TRUE	FALSE
"g31626.t1"	FALSE	FALSE	TRUE	FALSE
"g31627.t1"	FALSE	FALSE	TRUE	FALSE
"g31628.t1"	FALSE	FALSE	TRUE	FALSE
"g31629.t1"	FALSE	FALSE	TRUE	FALSE
"g31633.t1"	FALSE	FALSE	TRUE	FALSE
"g31636.t1"	FALSE	FALSE	TRUE	FALSE
"g31636.t2"	FALSE	FALSE	TRUE	FALSE
"g31638.t1"	FALSE	FALSE	TRUE	FALSE
"g31639.t1"	FALSE	FALSE	TRUE	FALSE
"g3163.t1"	FALSE	FALSE	TRUE	FALSE
"g31644.t1"	FALSE	FALSE	TRUE	FALSE
"g3164.t1"	FALSE	FALSE	TRUE	FALSE
"g31656.t1"	FALSE	FALSE	TRUE	FALSE
"g31656.t2"	FALSE	FALSE	TRUE	FALSE
"g3165.t1"	FALSE	FALSE	TRUE	FALSE
"g31660.t1"	FALSE	FALSE	TRUE	FALSE
"g31670.t1"	FALSE	FALSE	TRUE	FALSE
"g31673.t1"	FALSE	FALSE	TRUE	FALSE
"g31674.t1"	FALSE	FALSE	TRUE	FALSE
"g31677.t1"	FALSE	FALSE	TRUE	FALSE
"g31701.t1"	FALSE	TRUE	TRUE	FALSE
"g31704.t1"	FALSE	FALSE	TRUE	FALSE
"g31709.t1"	FALSE	TRUE	TRUE	FALSE
"g31717.t1"	FALSE	FALSE	TRUE	FALSE
"g31723.t1"	FALSE	FALSE	TRUE	FALSE
"g3173.t2"	FALSE	FALSE	TRUE	FALSE
"g31740.t1"	FALSE	FALSE	TRUE	FALSE
"g31744.t1"	FALSE	FALSE	TRUE	FALSE
"g31745.t1"	FALSE	FALSE	TRUE	FALSE
"g31747.t1"	FALSE	FALSE	TRUE	FALSE
"g31766.t1"	FALSE	FALSE	TRUE	FALSE
"g31786.t1"	FALSE	FALSE	TRUE	FALSE
"g31787.t1"	FALSE	FALSE	TRUE	FALSE
"g31788.t1"	FALSE	FALSE	TRUE	FALSE
"g3179.t1"	FALSE	FALSE	TRUE	FALSE
"g317.t1"	FALSE	FALSE	TRUE	FALSE
"g3181.t1"	FALSE	FALSE	TRUE	FALSE
"g31821.t2"	FALSE	FALSE	TRUE	FALSE
"g31827.t1"	FALSE	FALSE	TRUE	FALSE
"g31828.t1"	FALSE	FALSE	TRUE	FALSE
"g31853.t1"	FALSE	FALSE	TRUE	FALSE
"g31859.t1"	FALSE	FALSE	TRUE	FALSE
"g3185.t1"	FALSE	FALSE	TRUE	FALSE
"g31860.t1"	FALSE	FALSE	TRUE	FALSE
"g31870.t1"	FALSE	FALSE	TRUE	FALSE
"g31882.t1"	FALSE	FALSE	TRUE	FALSE
"g31884.t1"	FALSE	FALSE	TRUE	FALSE
"g31885.t1"	FALSE	TRUE	TRUE	FALSE
"g31889.t1"	FALSE	FALSE	TRUE	FALSE
"g31890.t1"	FALSE	FALSE	TRUE	FALSE
"g31892.t1"	FALSE	FALSE	TRUE	FALSE
"g31901.t1"	FALSE	FALSE	TRUE	FALSE
"g31912.t1"	FALSE	FALSE	TRUE	FALSE
"g31933.t1"	FALSE	FALSE	TRUE	FALSE
"g31938.t1"	FALSE	FALSE	TRUE	FALSE
"g31939.t1"	FALSE	FALSE	TRUE	FALSE
"g3193.t1"	FALSE	FALSE	TRUE	FALSE
"g3194.t1"	FALSE	FALSE	TRUE	FALSE
"g31968.t1"	FALSE	FALSE	TRUE	FALSE
"g31971.t1"	FALSE	FALSE	TRUE	FALSE
"g31974.t1"	FALSE	FALSE	TRUE	FALSE
"g31975.t1"	FALSE	FALSE	TRUE	FALSE
"g31978.t1"	FALSE	FALSE	TRUE	FALSE
"g31981.t1"	FALSE	TRUE	TRUE	FALSE
"g3198.t1"	FALSE	FALSE	TRUE	FALSE
"g319.t1"	FALSE	FALSE	TRUE	FALSE
"g31.t1"	FALSE	TRUE	TRUE	FALSE
"g32023.t1"	FALSE	FALSE	TRUE	FALSE
"g32023.t2"	FALSE	FALSE	TRUE	FALSE
"g32023.t3"	FALSE	FALSE	TRUE	FALSE
"g32035.t1"	FALSE	FALSE	TRUE	FALSE
"g32036.t1"	FALSE	FALSE	TRUE	FALSE
"g32045.t1"	FALSE	FALSE	TRUE	FALSE
"g32055.t1"	FALSE	FALSE	TRUE	FALSE
"g32056.t1"	FALSE	FALSE	TRUE	FALSE
"g3206.t1"	FALSE	FALSE	TRUE	FALSE
"g32074.t1"	FALSE	FALSE	TRUE	FALSE
"g3207.t1"	FALSE	TRUE	TRUE	FALSE
"g32081.t1"	FALSE	FALSE	TRUE	FALSE
"g32091.t1"	FALSE	FALSE	TRUE	FALSE
"g3211.t1"	FALSE	FALSE	TRUE	FALSE
"g32121.t1"	FALSE	FALSE	TRUE	FALSE
"g32122.t1"	FALSE	FALSE	TRUE	FALSE
"g3212.t1"	FALSE	FALSE	TRUE	FALSE
"g32132.t1"	FALSE	FALSE	TRUE	FALSE
"g32139.t1"	FALSE	FALSE	TRUE	FALSE
"g32146.t1"	FALSE	FALSE	TRUE	FALSE
"g3214.t1"	FALSE	FALSE	TRUE	FALSE
"g32151.t1"	FALSE	FALSE	TRUE	FALSE
"g32152.t1"	FALSE	FALSE	TRUE	FALSE
"g32153.t1"	FALSE	FALSE	TRUE	FALSE
"g32155.t1"	FALSE	FALSE	TRUE	FALSE
"g32158.t1"	FALSE	FALSE	TRUE	FALSE
"g32159.t1"	FALSE	FALSE	TRUE	FALSE
"g3215.t1"	FALSE	FALSE	TRUE	FALSE
"g32160.t1"	FALSE	FALSE	TRUE	FALSE
"g32163.t1"	FALSE	FALSE	TRUE	FALSE
"g32168.t1"	FALSE	FALSE	TRUE	FALSE
"g3216.t1"	FALSE	FALSE	TRUE	FALSE
"g32173.t1"	FALSE	FALSE	TRUE	FALSE
"g32177.t1"	FALSE	FALSE	TRUE	FALSE
"g32178.t1"	FALSE	FALSE	TRUE	FALSE
"g3217.t1"	FALSE	FALSE	TRUE	FALSE
"g32181.t1"	FALSE	FALSE	TRUE	FALSE
"g32185.t1"	FALSE	FALSE	TRUE	FALSE
"g3218.t1"	FALSE	FALSE	TRUE	FALSE
"g32214.t1"	FALSE	FALSE	TRUE	FALSE
"g32214.t2"	FALSE	FALSE	TRUE	FALSE
"g32217.t1"	FALSE	FALSE	TRUE	FALSE
"g32219.t1"	FALSE	FALSE	TRUE	FALSE
"g3221.t1"	FALSE	FALSE	TRUE	FALSE
"g32220.t1"	FALSE	TRUE	TRUE	FALSE
"g32228.t1"	FALSE	FALSE	TRUE	FALSE
"g32230.t1"	FALSE	TRUE	TRUE	FALSE
"g32231.t1"	FALSE	FALSE	TRUE	FALSE
"g32232.t1"	FALSE	TRUE	TRUE	FALSE
"g32233.t1"	FALSE	FALSE	TRUE	FALSE
"g32246.t1"	FALSE	FALSE	TRUE	FALSE
"g32251.t1"	FALSE	FALSE	TRUE	FALSE
"g32252.t1"	FALSE	FALSE	TRUE	FALSE
"g32256.t1"	FALSE	FALSE	TRUE	FALSE
"g32258.t1"	FALSE	FALSE	TRUE	FALSE
"g32259.t2"	FALSE	FALSE	TRUE	FALSE
"g3225.t1"	FALSE	FALSE	TRUE	FALSE
"g32261.t1"	FALSE	FALSE	TRUE	FALSE
"g3226.t1"	FALSE	FALSE	TRUE	FALSE
"g32280.t1"	FALSE	FALSE	TRUE	FALSE
"g32286.t1"	FALSE	FALSE	TRUE	FALSE
"g32290.t1"	FALSE	FALSE	TRUE	FALSE
"g3230.t1"	FALSE	FALSE	TRUE	FALSE
"g32311.t1"	FALSE	FALSE	TRUE	FALSE
"g32312.t1"	FALSE	FALSE	TRUE	FALSE
"g32318.t1"	FALSE	FALSE	TRUE	FALSE
"g32319.t1"	FALSE	FALSE	TRUE	FALSE
"g32319.t2"	FALSE	FALSE	TRUE	FALSE
"g32321.t1"	FALSE	FALSE	TRUE	FALSE
"g32322.t1"	FALSE	FALSE	TRUE	FALSE
"g32324.t1"	FALSE	FALSE	TRUE	FALSE
"g32325.t1"	FALSE	FALSE	TRUE	FALSE
"g32326.t1"	FALSE	FALSE	TRUE	FALSE
"g32327.t1"	FALSE	FALSE	TRUE	FALSE
"g32329.t1"	FALSE	FALSE	TRUE	FALSE
"g32332.t1"	FALSE	FALSE	TRUE	FALSE
"g32334.t1"	FALSE	FALSE	TRUE	FALSE
"g32339.t1"	FALSE	FALSE	TRUE	FALSE
"g3233.t1"	FALSE	FALSE	TRUE	FALSE
"g32340.t1"	FALSE	FALSE	TRUE	FALSE
"g32343.t1"	FALSE	FALSE	TRUE	FALSE
"g32344.t1"	FALSE	FALSE	TRUE	FALSE
"g32345.t1"	FALSE	FALSE	TRUE	FALSE
"g32349.t1"	FALSE	FALSE	TRUE	FALSE
"g32351.t1"	FALSE	FALSE	TRUE	FALSE
"g32353.t1"	FALSE	FALSE	TRUE	FALSE
"g32355.t1"	FALSE	FALSE	TRUE	FALSE
"g32357.t1"	FALSE	FALSE	TRUE	FALSE
"g32361.t1"	FALSE	FALSE	TRUE	FALSE
"g32362.t1"	FALSE	FALSE	TRUE	FALSE
"g3236.t1"	FALSE	FALSE	TRUE	FALSE
"g32375.t1"	FALSE	FALSE	TRUE	FALSE
"g3237.t1"	FALSE	FALSE	TRUE	FALSE
"g32381.t1"	FALSE	FALSE	TRUE	FALSE
"g32382.t1"	FALSE	FALSE	TRUE	FALSE
"g32386.t1"	FALSE	FALSE	TRUE	FALSE
"g32402.t1"	FALSE	FALSE	TRUE	FALSE
"g32403.t1"	FALSE	FALSE	TRUE	FALSE
"g32414.t1"	FALSE	FALSE	TRUE	FALSE
"g32415.t1"	FALSE	FALSE	TRUE	FALSE
"g32416.t1"	FALSE	FALSE	TRUE	FALSE
"g32429.t1"	FALSE	FALSE	TRUE	FALSE
"g3242.t1"	FALSE	FALSE	TRUE	FALSE
"g32434.t1"	FALSE	FALSE	TRUE	FALSE
"g32435.t1"	FALSE	FALSE	TRUE	FALSE
"g32437.t1"	FALSE	FALSE	TRUE	FALSE
"g32438.t1"	FALSE	FALSE	TRUE	FALSE
"g32439.t1"	FALSE	FALSE	TRUE	FALSE
"g32440.t1"	FALSE	FALSE	TRUE	FALSE
"g32441.t1"	FALSE	FALSE	TRUE	FALSE
"g32442.t1"	FALSE	TRUE	TRUE	FALSE
"g32450.t1"	FALSE	TRUE	TRUE	FALSE
"g32450.t2"	FALSE	TRUE	TRUE	FALSE
"g32480.t1"	FALSE	FALSE	TRUE	FALSE
"g32482.t1"	FALSE	FALSE	TRUE	FALSE
"g32483.t1"	FALSE	FALSE	TRUE	FALSE
"g32489.t1"	FALSE	FALSE	TRUE	FALSE
"g3248.t1"	FALSE	FALSE	TRUE	FALSE
"g32497.t1"	FALSE	FALSE	TRUE	FALSE
"g32498.t1"	FALSE	FALSE	TRUE	FALSE
"g32503.t1"	FALSE	TRUE	TRUE	FALSE
"g32504.t1"	FALSE	TRUE	TRUE	FALSE
"g32505.t1"	FALSE	FALSE	TRUE	FALSE
"g32507.t1"	FALSE	FALSE	TRUE	FALSE
"g3250.t1"	FALSE	FALSE	TRUE	FALSE
"g32511.t1"	FALSE	FALSE	TRUE	FALSE
"g32513.t1"	FALSE	FALSE	TRUE	FALSE
"g32518.t1"	FALSE	FALSE	TRUE	FALSE
"g3251.t1"	FALSE	FALSE	TRUE	FALSE
"g32520.t1"	FALSE	FALSE	TRUE	FALSE
"g32521.t1"	FALSE	FALSE	TRUE	FALSE
"g32526.t1"	FALSE	FALSE	TRUE	FALSE
"g32533.t1"	FALSE	TRUE	TRUE	FALSE
"g32547.t1"	FALSE	FALSE	TRUE	FALSE
"g32549.t1"	FALSE	FALSE	TRUE	FALSE
"g32550.t1"	FALSE	FALSE	TRUE	FALSE
"g32551.t1"	FALSE	FALSE	TRUE	FALSE
"g32553.t1"	FALSE	TRUE	TRUE	FALSE
"g32554.t1"	FALSE	FALSE	TRUE	FALSE
"g32555.t1"	FALSE	FALSE	TRUE	FALSE
"g32557.t1"	FALSE	FALSE	TRUE	FALSE
"g32558.t1"	FALSE	FALSE	TRUE	FALSE
"g32559.t1"	FALSE	FALSE	TRUE	FALSE
"g3255.t1"	FALSE	FALSE	TRUE	FALSE
"g32561.t1"	FALSE	FALSE	TRUE	FALSE
"g32562.t1"	FALSE	FALSE	TRUE	FALSE
"g32564.t1"	FALSE	FALSE	TRUE	FALSE
"g32565.t1"	FALSE	FALSE	TRUE	FALSE
"g32569.t1"	FALSE	FALSE	TRUE	FALSE
"g32570.t1"	FALSE	FALSE	TRUE	FALSE
"g32573.t1"	FALSE	FALSE	TRUE	FALSE
"g32574.t1"	FALSE	FALSE	TRUE	FALSE
"g32578.t1"	FALSE	FALSE	TRUE	FALSE
"g32580.t1"	FALSE	TRUE	TRUE	FALSE
"g32582.t1"	FALSE	FALSE	TRUE	FALSE
"g32583.t1"	FALSE	FALSE	TRUE	FALSE
"g32585.t1"	FALSE	TRUE	TRUE	FALSE
"g32586.t1"	FALSE	FALSE	TRUE	FALSE
"g32604.t2"	FALSE	FALSE	TRUE	FALSE
"g32605.t1"	FALSE	FALSE	TRUE	FALSE
"g32609.t1"	FALSE	FALSE	TRUE	FALSE
"g32611.t1"	FALSE	FALSE	TRUE	FALSE
"g32612.t1"	FALSE	FALSE	TRUE	FALSE
"g32613.t1"	FALSE	FALSE	TRUE	FALSE
"g32614.t1"	FALSE	FALSE	TRUE	FALSE
"g32620.t1"	FALSE	FALSE	TRUE	FALSE
"g32624.t1"	FALSE	FALSE	TRUE	FALSE
"g32625.t1"	FALSE	FALSE	TRUE	FALSE
"g32628.t2"	FALSE	FALSE	TRUE	FALSE
"g32628.t3"	FALSE	FALSE	TRUE	FALSE
"g32629.t2"	FALSE	FALSE	TRUE	FALSE
"g32637.t1"	FALSE	FALSE	TRUE	FALSE
"g32639.t1"	FALSE	FALSE	TRUE	FALSE
"g32647.t1"	FALSE	FALSE	TRUE	FALSE
"g32648.t1"	FALSE	FALSE	TRUE	FALSE
"g3264.t1"	FALSE	FALSE	TRUE	FALSE
"g32655.t1"	FALSE	FALSE	TRUE	FALSE
"g3265.t1"	FALSE	TRUE	TRUE	FALSE
"g32661.t1"	FALSE	FALSE	TRUE	FALSE
"g32665.t1"	FALSE	FALSE	TRUE	FALSE
"g32671.t1"	FALSE	FALSE	TRUE	FALSE
"g32675.t1"	FALSE	FALSE	TRUE	FALSE
"g32680.t1"	FALSE	FALSE	TRUE	FALSE
"g32683.t1"	FALSE	FALSE	TRUE	FALSE
"g32684.t1"	FALSE	FALSE	TRUE	FALSE
"g32685.t1"	FALSE	FALSE	TRUE	FALSE
"g32685.t2"	FALSE	FALSE	TRUE	FALSE
"g32694.t1"	FALSE	FALSE	TRUE	FALSE
"g32697.t1"	FALSE	FALSE	TRUE	FALSE
"g32699.t1"	FALSE	FALSE	TRUE	FALSE
"g32700.t1"	FALSE	FALSE	TRUE	FALSE
"g32701.t1"	FALSE	FALSE	TRUE	FALSE
"g32702.t1"	FALSE	FALSE	TRUE	FALSE
"g32714.t1"	FALSE	FALSE	TRUE	FALSE
"g32716.t1"	FALSE	FALSE	TRUE	FALSE
"g3271.t1"	FALSE	TRUE	TRUE	FALSE
"g32726.t1"	FALSE	FALSE	TRUE	FALSE
"g3272.t1"	FALSE	TRUE	TRUE	FALSE
"g32738.t1"	FALSE	TRUE	TRUE	FALSE
"g32751.t1"	FALSE	FALSE	TRUE	FALSE
"g32751.t2"	FALSE	FALSE	TRUE	FALSE
"g32753.t1"	FALSE	FALSE	TRUE	FALSE
"g32754.t1"	FALSE	FALSE	TRUE	FALSE
"g32758.t1"	FALSE	FALSE	TRUE	FALSE
"g32760.t1"	FALSE	TRUE	TRUE	FALSE
"g32763.t1"	FALSE	FALSE	TRUE	FALSE
"g32764.t1"	FALSE	FALSE	TRUE	FALSE
"g32765.t1"	FALSE	FALSE	TRUE	FALSE
"g32773.t1"	FALSE	FALSE	TRUE	FALSE
"g32775.t1"	FALSE	FALSE	TRUE	FALSE
"g32776.t1"	FALSE	FALSE	TRUE	FALSE
"g32777.t1"	FALSE	FALSE	TRUE	FALSE
"g32780.t1"	FALSE	TRUE	TRUE	FALSE
"g32781.t1"	FALSE	FALSE	TRUE	FALSE
"g32785.t1"	FALSE	FALSE	TRUE	FALSE
"g32788.t1"	FALSE	TRUE	TRUE	FALSE
"g32789.t1"	FALSE	FALSE	TRUE	FALSE
"g3278.t1"	FALSE	TRUE	TRUE	FALSE
"g32795.t1"	FALSE	FALSE	TRUE	FALSE
"g32799.t1"	FALSE	FALSE	TRUE	FALSE
"g3279.t1"	FALSE	FALSE	TRUE	FALSE
"g32800.t1"	FALSE	FALSE	TRUE	FALSE
"g32806.t1"	FALSE	FALSE	TRUE	FALSE
"g32811.t1"	FALSE	FALSE	TRUE	FALSE
"g32815.t1"	FALSE	FALSE	TRUE	FALSE
"g32817.t1"	FALSE	FALSE	TRUE	FALSE
"g32818.t1"	FALSE	FALSE	TRUE	FALSE
"g32819.t1"	FALSE	FALSE	TRUE	FALSE
"g3281.t1"	FALSE	FALSE	TRUE	FALSE
"g32827.t1"	FALSE	FALSE	TRUE	FALSE
"g3282.t1"	FALSE	TRUE	TRUE	FALSE
"g32847.t1"	FALSE	FALSE	TRUE	FALSE
"g32849.t1"	FALSE	TRUE	TRUE	FALSE
"g3285.t1"	FALSE	FALSE	TRUE	FALSE
"g32861.t1"	FALSE	FALSE	TRUE	FALSE
"g32874.t1"	FALSE	FALSE	TRUE	FALSE
"g32874.t2"	FALSE	FALSE	TRUE	FALSE
"g3287.t1"	FALSE	FALSE	TRUE	FALSE
"g32887.t1"	FALSE	FALSE	TRUE	FALSE
"g32888.t1"	FALSE	FALSE	TRUE	FALSE
"g32888.t2"	FALSE	FALSE	TRUE	FALSE
"g3288.t1"	FALSE	FALSE	TRUE	FALSE
"g3289.t1"	FALSE	FALSE	TRUE	FALSE
"g3290.t1"	FALSE	FALSE	TRUE	FALSE
"g32915.t1"	FALSE	FALSE	TRUE	FALSE
"g32916.t1"	FALSE	FALSE	TRUE	FALSE
"g32917.t1"	FALSE	FALSE	TRUE	FALSE
"g32918.t1"	FALSE	FALSE	TRUE	FALSE
"g32919.t1"	FALSE	FALSE	TRUE	FALSE
"g32926.t1"	FALSE	FALSE	TRUE	FALSE
"g32928.t1"	FALSE	FALSE	TRUE	FALSE
"g32929.t1"	FALSE	FALSE	TRUE	FALSE
"g32931.t1"	FALSE	FALSE	TRUE	FALSE
"g32932.t1"	FALSE	FALSE	TRUE	FALSE
"g32947.t1"	FALSE	FALSE	TRUE	FALSE
"g32949.t1"	FALSE	FALSE	TRUE	FALSE
"g3294.t1"	FALSE	FALSE	TRUE	FALSE
"g32966.t1"	FALSE	FALSE	TRUE	FALSE
"g32984.t1"	FALSE	FALSE	TRUE	FALSE
"g32985.t1"	FALSE	FALSE	TRUE	FALSE
