ID	len	gc	PS
AT3G25130	1221	0.402129	Magnoliophyta
AT3G25140	1680	0.438095	cellular_organisms
AT3G25150	1764	0.438209	cellular_organisms
AT3G25160	819	0.438339	Eukaryota
AT3G25165	225	0.444444	Magnoliophyta
AT3G25170	231	0.497835	Mesangiospermae
AT3G25180	1548	0.439276	cellular_organisms
AT3G25190	660	0.490909	cellular_organisms
AT3G25200	507	0.453649	Brassicaceae
AT3G25210	1140	0.422807	Eukaryota
AT3G25220	462	0.45671	cellular_organisms
AT3G25221	105	0.419048	Arabidopsis_thaliana
AT3G25230	1656	0.432367	cellular_organisms
AT3G25240	846	0.503546	Viridiplantae
AT3G25250	1266	0.42654	cellular_organisms
AT3G25260	1548	0.436693	cellular_organisms
AT3G25265	246	0.414634	malvids
AT3G25270	1032	0.420543	cellular_organisms
AT3G25280	1566	0.412516	cellular_organisms
AT3G25290	1182	0.479695	Eukaryota
AT3G25400	426	0.415493	cellular_organisms
AT3G25410	1296	0.451389	cellular_organisms
AT3G25420	1485	0.430976	cellular_organisms
AT3G25430	1857	0.430802	Eukaryota
AT3G25440	1335	0.427715	Streptophyta
AT3G25460	1086	0.38674	Embryophyta
AT3G25470	906	0.431567	cellular_organisms
AT3G25480	795	0.389937	Streptophyta
AT3G25490	1302	0.430876	cellular_organisms
AT3G25493	480	0.41875	Embryophyta
AT3G25500	3156	0.448352	Eukaryota
AT3G25505	1689	0.390172	cellular_organisms
AT3G25510	3246	0.403882	cellular_organisms
AT3G25520	906	0.451435	cellular_organisms
AT3G25530	870	0.452874	cellular_organisms
AT3G25540	933	0.397642	Eukaryota
AT3G25545	804	0.437811	Viridiplantae
AT3G25550	540	0.411111	Embryophyta
AT3G25560	1908	0.407233	cellular_organisms
AT3G25570	1050	0.432381	Eukaryota
AT3G25573	192	0.447917	Camelineae
AT3G25577	243	0.522634	Camelineae
AT3G25580	633	0.418641	cellular_organisms
AT3G25585	1170	0.417094	cellular_organisms
AT3G25590	1272	0.449686	Mesangiospermae
AT3G25597	483	0.3706	Mesangiospermae
AT3G25600	486	0.452675	cellular_organisms
AT3G25610	3609	0.433084	cellular_organisms
AT3G25620	1404	0.44943	cellular_organisms
AT3G25640	804	0.478856	Embryophyta
AT3G25650	534	0.44382	Eukaryota
AT3G25655	261	0.375479	Mesangiospermae
AT3G25660	1614	0.457249	cellular_organisms
AT3G25670	1428	0.409664	cellular_organisms
AT3G25680	1677	0.417412	Streptophyta
AT3G25690	3015	0.428856	Viridiplantae
AT3G25700	1359	0.483444	Eukaryota
AT3G25710	1035	0.428019	Eukaryota
AT3G25716	195	0.487179	Arabidopsis
AT3G25717	123	0.422764	Magnoliophyta
AT3G25719	153	0.457516	Arabidopsis_thaliana
AT3G25720	849	0.457008	Magnoliophyta
AT3G25727	462	0.415584	Mesangiospermae
AT3G25730	1002	0.443114	Viridiplantae
AT3G25740	1035	0.401932	cellular_organisms
AT3G25750	1047	0.405922	Mesangiospermae
AT3G25760	765	0.456209	Embryophyta
AT3G25770	762	0.46063	Embryophyta
AT3G25780	777	0.453024	Embryophyta
AT3G25790	1074	0.450652	Eukaryota
AT3G25800	1764	0.442177	cellular_organisms
AT3G25805	1008	0.433532	Viridiplantae
AT3G25810	1797	0.400668	Embryophyta
AT3G25820	1803	0.396561	Embryophyta
AT3G25830	1803	0.396561	Embryophyta
AT3G25840	2808	0.445513	cellular_organisms
AT3G25850	777	0.383526	Magnoliophyta
AT3G25855	339	0.415929	Tracheophyta
AT3G25860	1443	0.470547	cellular_organisms
AT3G25870	513	0.516569	Magnoliophyta
AT3G25880	210	0.404762	cellular_organisms
AT3G25882	369	0.471545	Pentapetalae
AT3G25890	999	0.425425	Viridiplantae
AT3G25900	981	0.439348	cellular_organisms
AT3G25905	276	0.434783	Mesangiospermae
AT3G25910	1119	0.421805	Streptophyta
AT3G25920	834	0.460432	cellular_organisms
AT3G25930	465	0.348387	Tracheophyta
AT3G25940	360	0.411111	cellular_organisms
AT3G25950	756	0.496032	Viridiplantae
AT3G25960	1494	0.455823	cellular_organisms
AT3G25970	2106	0.407882	Eukaryota
AT3G25980	630	0.419048	Eukaryota
AT3G25990	1119	0.421805	Streptophytina
AT3G26000	1362	0.419971	Streptophytina
AT3G26010	1245	0.424096	Embryophyta
AT3G26020	1533	0.412264	Eukaryota
AT3G26030	1434	0.400279	Eukaryota
AT3G26040	1329	0.428894	Streptophyta
AT3G26050	1602	0.413233	Magnoliophyta
AT3G26060	651	0.457757	cellular_organisms
AT3G26070	729	0.437586	Viridiplantae
AT3G26080	705	0.452482	Viridiplantae
AT3G26085	882	0.433107	cellular_organisms
AT3G26090	1380	0.423913	Streptophyta
AT3G26100	1299	0.472671	cellular_organisms
AT3G26110	387	0.524548	Brassicaceae
AT3G26115	1284	0.418224	cellular_organisms
AT3G26120	1848	0.466991	cellular_organisms
AT3G26125	1626	0.419434	cellular_organisms
AT3G26130	1656	0.404589	cellular_organisms
AT3G26135	183	0.420765	Magnoliophyta
AT3G26140	1527	0.454486	cellular_organisms
AT3G26147	168	0.452381	Arabidopsis_thaliana
AT3G26150	1509	0.436713	cellular_organisms
AT3G26160	1509	0.440689	cellular_organisms
AT3G26170	1509	0.444665	cellular_organisms
AT3G26180	1509	0.442015	cellular_organisms
AT3G26190	1500	0.441333	cellular_organisms
AT3G26200	1503	0.431803	cellular_organisms
AT3G26210	1506	0.409031	cellular_organisms
AT3G26220	1506	0.408367	cellular_organisms
AT3G26230	1497	0.41483	cellular_organisms
AT3G26235	588	0.438776	Arabidopsis
AT3G26237	345	0.414493	Arabidopsis_thaliana
AT3G26240	2769	0.425785	Embryophyta
AT3G26250	1473	0.410048	Embryophyta
AT3G26270	1506	0.430943	cellular_organisms
AT3G26280	1515	0.417822	cellular_organisms
AT3G26290	1503	0.401198	cellular_organisms
AT3G26300	1503	0.42515	cellular_organisms
AT3G26310	1503	0.421158	cellular_organisms
AT3G26320	1503	0.422488	cellular_organisms
AT3G26330	1503	0.427811	cellular_organisms
AT3G26340	822	0.462287	cellular_organisms
AT3G26350	1071	0.46592	Embryophyta
AT3G26360	306	0.447712	Embryophyta
AT3G26370	1674	0.427121	Streptophyta
AT3G26380	1944	0.424897	cellular_organisms
AT3G26390	501	0.411178	Pentapetalae
AT3G26395	75	0.373333	Arabidopsis_thaliana
AT3G26400	1599	0.478424	Viridiplantae
AT3G26410	1434	0.41841	cellular_organisms
AT3G26420	738	0.50813	cellular_organisms
AT3G26430	1143	0.444444	Streptophyta
AT3G26440	1191	0.412259	cellular_organisms
AT3G26445	357	0.417367	Embryophyta
AT3G26450	459	0.461874	Magnoliophyta
AT3G26460	459	0.472767	Magnoliophyta
AT3G26470	666	0.487988	Mesangiospermae
AT3G26480	2295	0.437908	cellular_organisms
AT3G26490	1767	0.418223	Eukaryota
AT3G26500	1416	0.458333	cellular_organisms
AT3G26510	591	0.480541	cellular_organisms
AT3G26512	321	0.461059	Arabidopsis_thaliana
AT3G26520	762	0.547244	cellular_organisms
AT3G26539	114	0.403509	Arabidopsis_thaliana
AT3G26540	2103	0.433666	Eukaryota
AT3G26550	2046	0.399804	Embryophyta
AT3G26560	3507	0.445965	cellular_organisms
AT3G26570	1842	0.473941	cellular_organisms
AT3G26580	1053	0.463438	Viridiplantae
AT3G26590	1503	0.453759	cellular_organisms
AT3G26600	1848	0.434524	Embryophyta
AT3G26610	1413	0.460014	cellular_organisms
AT3G26616	426	0.431925	Arabidopsis_thaliana
AT3G26618	1308	0.401376	cellular_organisms
AT3G26620	366	0.379781	Streptophyta
AT3G26630	1368	0.413012	Eukaryota
AT3G26640	1041	0.449568	cellular_organisms
AT3G26650	1191	0.460957	cellular_organisms
AT3G26660	366	0.382514	Streptophyta
AT3G26670	1326	0.403469	Eukaryota
AT3G26680	1455	0.406873	cellular_organisms
AT3G26690	609	0.436782	cellular_organisms
AT3G26700	1143	0.411199	cellular_organisms
AT3G26710	804	0.420398	cellular_organisms
AT3G26720	3060	0.427124	cellular_organisms
AT3G26730	2319	0.443726	Eukaryota
AT3G26740	426	0.448357	Streptophytina
AT3G26742	156	0.397436	Arabidopsis_thaliana
AT3G26744	1485	0.438384	Viridiplantae
AT3G26750	1581	0.404175	Streptophyta
AT3G26760	903	0.497231	cellular_organisms
AT3G26770	921	0.511401	cellular_organisms
AT3G26780	1200	0.4325	cellular_organisms
AT3G26782	1980	0.438384	Eukaryota
AT3G26790	942	0.437367	Viridiplantae
AT3G26800	606	0.410891	Camelineae
AT3G26810	1728	0.446759	Eukaryota
AT3G26820	1905	0.428871	cellular_organisms
AT3G26830	1473	0.443992	cellular_organisms
AT3G26840	2106	0.441595	cellular_organisms
AT3G26850	798	0.413534	Viridiplantae
AT3G26855	492	0.449187	Mesangiospermae
AT3G26860	369	0.384824	Mesangiospermae
AT3G26870	393	0.346056	Embryophyta
AT3G26880	402	0.340796	Embryophyta
AT3G26890	1950	0.438974	Eukaryota
AT3G26900	843	0.434164	cellular_organisms
AT3G26910	1827	0.474001	Streptophyta
AT3G26920	1023	0.391984	Magnoliophyta
AT3G26922	921	0.409338	Magnoliophyta
AT3G26930	1230	0.392683	Tracheophyta
AT3G26932	1080	0.419444	cellular_organisms
AT3G26934	462	0.400433	Brassicaceae
AT3G26935	1332	0.457207	Eukaryota
AT3G26940	1299	0.441109	cellular_organisms
AT3G26950	1647	0.46691	Streptophyta
AT3G26960	525	0.40381	Tracheophyta
AT3G26980	363	0.415978	Viridiplantae
AT3G26990	1542	0.464332	Eukaryota
AT3G27000	1170	0.419658	cellular_organisms
AT3G27010	945	0.444444	Streptophytina
AT3G27020	2031	0.455933	cellular_organisms
AT3G27025	870	0.422989	Mesangiospermae
AT3G27027	210	0.42381	Streptophyta
AT3G27030	429	0.475524	Embryophyta
AT3G27040	816	0.404412	Eukaryota
AT3G27050	549	0.431694	Viridiplantae
AT3G27060	999	0.463463	cellular_organisms
AT3G27070	567	0.40388	cellular_organisms
AT3G27080	609	0.440066	Viridiplantae
AT3G27090	891	0.418631	cellular_organisms
AT3G27100	348	0.451149	Eukaryota
AT3G27110	1035	0.462802	cellular_organisms
AT3G27120	2043	0.440529	cellular_organisms
AT3G27140	738	0.448509	cellular_organisms
AT3G27150	1269	0.479117	cellular_organisms
AT3G27160	552	0.436594	cellular_organisms
AT3G27170	2343	0.450704	cellular_organisms
AT3G27180	1557	0.448298	cellular_organisms
AT3G27185	303	0.422442	Pentapetalae
AT3G27190	1452	0.44697	cellular_organisms
AT3G27200	525	0.451429	Viridiplantae
AT3G27210	705	0.452482	Mesangiospermae
AT3G27220	1281	0.448868	cellular_organisms
AT3G27230	1233	0.433901	Streptophytina
AT3G27240	924	0.475108	cellular_organisms
AT3G27250	849	0.508834	Embryophyta
AT3G27260	2442	0.453317	Eukaryota
AT3G27270	750	0.513333	Viridiplantae
AT3G27280	840	0.489286	cellular_organisms
AT3G27290	1149	0.401218	Streptophyta
AT3G27300	1551	0.420374	cellular_organisms
AT3G27310	756	0.431217	Eukaryota
AT3G27320	1383	0.483008	cellular_organisms
AT3G27325	3258	0.445365	cellular_organisms
AT3G27329	369	0.373984	Embryophyta
AT3G27330	2742	0.467907	cellular_organisms
AT3G27331	387	0.377261	Embryophyta
AT3G27340	426	0.415493	cellular_organisms
AT3G27350	825	0.406061	Magnoliophyta
AT3G27355	489	0.435583	Mesangiospermae
AT3G27360	411	0.445255	Eukaryota
AT3G27380	840	0.440476	cellular_organisms
AT3G27390	1767	0.432371	Streptophyta
AT3G27400	1239	0.450363	cellular_organisms
AT3G27410	399	0.443609	Brassicaceae
AT3G27415	528	0.581439	Brassicaceae
AT3G27416	522	0.582375	Brassicaceae
AT3G27420	735	0.443537	Viridiplantae
AT3G27425	318	0.349057	Brassicaceae
AT3G27430	804	0.457711	cellular_organisms
AT3G27440	1398	0.415594	cellular_organisms
AT3G27460	813	0.415744	Eukaryota
AT3G27470	1197	0.440267	cellular_organisms
AT3G27473	1989	0.419306	Embryophyta
AT3G27475	246	0.402439	Mesangiospermae
AT3G27480	1815	0.426446	Embryophyta
AT3G27490	2049	0.418741	Embryophyta
AT3G27495	267	0.41573	Brassicaceae
AT3G27500	2079	0.412217	Embryophyta
AT3G27503	297	0.390572	Arabidopsis
AT3G27510	1323	0.413454	Embryophyta
AT3G27520	597	0.452261	Magnoliophyta
AT3G27530	2745	0.434608	Eukaryota
AT3G27540	1173	0.392157	cellular_organisms
AT3G27550	1476	0.428184	Streptophyta
AT3G27560	1071	0.434174	cellular_organisms
AT3G27570	1140	0.459649	cellular_organisms
AT3G27580	1737	0.428325	cellular_organisms
AT3G27590	357	0.487395	Brassicaceae
AT3G27600	942	0.419321	Magnoliophyta
AT3G27610	1170	0.424786	cellular_organisms
AT3G27620	990	0.441414	Eukaryota
AT3G27630	300	0.446667	Mesangiospermae
AT3G27640	1608	0.424751	cellular_organisms
AT3G27650	480	0.508333	Streptophyta
AT3G27660	576	0.53125	Embryophyta
AT3G27670	5526	0.431053	Eukaryota
AT3G27680	405	0.325926	Magnoliophyta
AT3G27690	801	0.505618	Viridiplantae
AT3G27700	2727	0.449212	Eukaryota
AT3G27710	1614	0.402107	Eukaryota
AT3G27720	1482	0.414305	Eukaryota
AT3G27730	3402	0.412992	cellular_organisms
AT3G27740	1293	0.449343	cellular_organisms
AT3G27750	669	0.484305	Embryophyta
AT3G27770	948	0.397679	Eukaryota
AT3G27785	1314	0.434551	Eukaryota
AT3G27809	147	0.52381	Arabidopsis_thaliana
AT3G27810	681	0.452276	Eukaryota
AT3G27820	1467	0.457396	cellular_organisms
AT3G27830	576	0.501736	cellular_organisms
AT3G27831	234	0.42735	Pentapetalae
AT3G27835	240	0.4	Pentapetalae
AT3G27840	582	0.477663	cellular_organisms
AT3G27850	564	0.494681	cellular_organisms
AT3G27860	1959	0.393568	Viridiplantae
AT3G27870	3570	0.405322	cellular_organisms
AT3G27880	729	0.421125	Magnoliophyta
AT3G27890	591	0.441624	cellular_organisms
AT3G27900	735	0.395918	Brassicaceae
AT3G27906	564	0.453901	Arabidopsis
AT3G27910	885	0.386441	cellular_organisms
AT3G27920	687	0.416303	Eukaryota
AT3G27925	1320	0.462879	cellular_organisms
AT3G27930	1278	0.43662	Viridiplantae
AT3G27940	462	0.41342	Streptophyta
AT3G27950	1128	0.420213	Streptophyta
AT3G27960	1992	0.442269	cellular_organisms
AT3G27970	1074	0.465549	Eukaryota
AT3G27980	1494	0.437082	cellular_organisms
AT3G27999	570	0.331579	Magnoliophyta
AT3G28007	756	0.404762	Eukaryota
AT3G28020	741	0.433198	Streptophyta
AT3G28030	4449	0.41942	cellular_organisms
AT3G28040	3051	0.432645	cellular_organisms
AT3G28050	1104	0.433877	cellular_organisms
AT3G28060	468	0.470085	Embryophyta
AT3G28070	1083	0.413666	Viridiplantae
AT3G28080	1077	0.417827	Viridiplantae
AT3G28100	1062	0.419962	Viridiplantae
AT3G28120	126	0.285714	Arabidopsis_thaliana
AT3G28130	810	0.408642	Viridiplantae
AT3G28140	555	0.407207	cellular_organisms
AT3G28150	1245	0.415261	Streptophyta
AT3G28155	309	0.423948	Embryophyta
AT3G28170	624	0.413462	Arabidopsis_thaliana
AT3G28180	2022	0.433729	cellular_organisms
AT3G28190	339	0.362832	Camelineae
AT3G28193	129	0.44186	Arabidopsis_thaliana
AT3G28200	951	0.436383	Eukaryota
AT3G28210	561	0.41533	Eukaryota
AT3G28216	147	0.360544	Arabidopsis_thaliana
AT3G28220	1113	0.397125	Eukaryota
AT3G28223	1176	0.401361	Mesangiospermae
AT3G28230	522	0.415709	Eukaryota
AT3G28243	114	0.429825	Arabidopsis_thaliana
AT3G28250	366	0.360656	Streptophyta
AT3G28270	1125	0.434667	Embryophyta
AT3G28280	936	0.405983	Embryophyta
AT3G28290	1158	0.436097	Embryophyta
AT3G28291	180	0.427778	Arabidopsis_thaliana
AT3G28300	1158	0.436097	Embryophyta
AT3G28310	312	0.474359	Mesangiospermae
AT3G28320	954	0.438155	Embryophyta
AT3G28330	1194	0.411223	Embryophyta
AT3G28335	381	0.603675	Arabidopsis_thaliana
AT3G28340	1098	0.407104	cellular_organisms
AT3G28345	3723	0.446414	cellular_organisms
AT3G28360	3687	0.428261	cellular_organisms
AT3G28370	879	0.420933	Mesangiospermae
AT3G28380	3723	0.427612	cellular_organisms
AT3G28390	3678	0.429309	cellular_organisms
AT3G28410	1398	0.434192	Viridiplantae
AT3G28415	3666	0.429624	cellular_organisms
AT3G28420	651	0.416283	Mesangiospermae
AT3G28430	2514	0.429992	Eukaryota
AT3G28450	1818	0.420242	cellular_organisms
AT3G28455	246	0.426829	Magnoliophyta
AT3G28460	945	0.422222	cellular_organisms
AT3G28470	954	0.429769	Eukaryota
AT3G28480	951	0.426919	cellular_organisms
AT3G28490	867	0.420992	cellular_organisms
AT3G28500	348	0.471264	Eukaryota
AT3G28510	1593	0.430006	cellular_organisms
AT3G28520	1437	0.394572	cellular_organisms
AT3G28530	78	0.461538	cellular_organisms
AT3G28540	1533	0.41683	cellular_organisms
AT3G28550	1974	0.47923	Eukaryota
AT3G28560	774	0.421189	Embryophyta
AT3G28570	1356	0.405605	cellular_organisms
AT3G28580	1503	0.413174	cellular_organisms
AT3G28590	240	0.533333	Arabidopsis_thaliana
AT3G28600	1434	0.401674	cellular_organisms
AT3G28610	1425	0.409123	cellular_organisms
AT3G28620	636	0.424528	Eukaryota
AT3G28630	1008	0.462302	Embryophyta
AT3G28635	492	0.514228	Brassicaceae
AT3G28640	1515	0.411221	Eukaryota
AT3G28650	1998	0.406406	Embryophyta
AT3G28660	1515	0.412541	Eukaryota
AT3G28670	1476	0.426152	Eukaryota
AT3G28674	177	0.519774	Arabidopsis_thaliana
AT3G28680	600	0.405	Eukaryota
AT3G28690	1131	0.443855	cellular_organisms
AT3G28700	1416	0.449859	cellular_organisms
AT3G28710	1056	0.447917	Eukaryota
AT3G28715	1056	0.453598	Eukaryota
AT3G28720	2064	0.429264	Eukaryota
AT3G28730	1941	0.432251	Eukaryota
AT3G28740	1530	0.440523	cellular_organisms
AT3G28750	1002	0.46008	Brassicaceae
AT3G28760	1269	0.425532	cellular_organisms
AT3G28770	6246	0.35943	Eukaryota
AT3G28780	2025	0.523457	Brassicaceae
AT3G28785	258	0.426357	Arabidopsis_thaliana
AT3G28790	1827	0.449371	cellular_organisms
AT3G28810	1305	0.409195	Brassicaceae
AT3G28820	1305	0.413027	Brassicaceae
AT3G28830	1620	0.44321	Brassicaceae
AT3G28840	1176	0.527211	Brassicaceae
AT3G28850	1287	0.421134	Eukaryota
AT3G28853	363	0.325069	Mesangiospermae
AT3G28857	279	0.437276	Magnoliophyta
AT3G28860	3759	0.441873	cellular_organisms
AT3G28870	1068	0.411049	Eukaryota
AT3G28875	504	0.46627	Streptophyta
AT3G28880	1479	0.430696	cellular_organisms
AT3G28890	2136	0.416667	cellular_organisms
AT3G28899	189	0.444444	Arabidopsis_thaliana
AT3G28900	363	0.476584	cellular_organisms
AT3G28910	972	0.43107	Eukaryota
AT3G28917	303	0.557756	Streptophyta
AT3G28918	93	0.451613	Arabidopsis
AT3G28920	939	0.503727	Streptophyta
AT3G28922	186	0.408602	Streptophytina
AT3G28925	744	0.446237	Magnoliophyta
AT3G28930	513	0.417154	cellular_organisms
AT3G28940	510	0.439216	cellular_organisms
AT3G28950	498	0.421687	cellular_organisms
AT3G28956	414	0.405797	Eukaryota
AT3G28958	528	0.481061	Mesangiospermae
AT3G28960	1218	0.40312	Eukaryota
AT3G28970	888	0.387387	Eukaryota
AT3G28980	1338	0.429746	Brassicaceae
AT3G28990	267	0.419476	Eukaryota
AT3G29000	585	0.352137	Eukaryota
AT3G29010	789	0.392902	cellular_organisms
AT3G29020	702	0.381766	Eukaryota
AT3G29030	768	0.505208	cellular_organisms
AT3G29033	504	0.458333	Arabidopsis_thaliana
AT3G29034	261	0.45977	Mesangiospermae
AT3G29035	957	0.405434	Streptophytina
AT3G29040	768	0.44401	Tracheophyta
AT3G29050	858	0.420746	Tracheophyta
AT3G29060	2403	0.424886	Eukaryota
AT3G29070	678	0.435103	Eukaryota
AT3G29075	885	0.425989	Magnoliophyta
AT3G29080	1338	0.469357	Arabidopsis_thaliana
AT3G29090	954	0.458071	cellular_organisms
AT3G29100	588	0.426871	Eukaryota
AT3G29110	1788	0.417226	Embryophyta
AT3G29130	360	0.4	Eukaryota
AT3G29140	297	0.484848	Arabidopsis_thaliana
AT3G29152	315	0.403175	Magnoliophyta
AT3G29160	1539	0.42885	cellular_organisms
AT3G29170	366	0.431694	Eukaryota
AT3G29173	153	0.411765	Arabidopsis_thaliana
AT3G29180	1542	0.441634	Eukaryota
AT3G29185	1191	0.425693	Streptophyta
AT3G29190	1806	0.402547	Embryophyta
AT3G29200	1023	0.437928	cellular_organisms
AT3G29230	1803	0.415973	cellular_organisms
AT3G29240	954	0.469602	cellular_organisms
AT3G29250	897	0.48272	cellular_organisms
AT3G29255	2121	0.4281	cellular_organisms
AT3G29260	780	0.496154	cellular_organisms
AT3G29270	792	0.441919	Streptophyta
AT3G29280	537	0.439479	Viridiplantae
AT3G29290	1623	0.399877	Eukaryota
AT3G29300	642	0.448598	Magnoliophyta
AT3G29305	381	0.475066	Arabidopsis_thaliana
AT3G29310	1656	0.42814	Embryophyta
AT3G29320	2889	0.436137	cellular_organisms
AT3G29330	402	0.482587	Brassicaceae
AT3G29340	1953	0.40041	Eukaryota
AT3G29350	471	0.403397	cellular_organisms
AT3G29360	1443	0.466389	cellular_organisms
AT3G29370	306	0.457516	Magnoliophyta
AT3G29375	1068	0.439139	Embryophyta
AT3G29380	1011	0.445104	cellular_organisms
AT3G29385	657	0.394216	Embryophyta
AT3G29390	1737	0.45711	Eukaryota
AT3G29400	1977	0.427415	Eukaryota
AT3G29410	1812	0.432671	Embryophyta
AT3G29430	1074	0.512104	cellular_organisms
AT3G29450	1569	0.369025	Eukaryota
AT3G29455	972	0.38786	Pentapetalae
AT3G29560	363	0.498623	Arabidopsis_thaliana
AT3G29570	984	0.444106	Arabidopsis_thaliana
AT3G29575	696	0.468391	Streptophytina
AT3G29580	921	0.373507	Eukaryota
AT3G29590	1350	0.482222	Viridiplantae
AT3G29630	1347	0.420935	Viridiplantae
AT3G29631	231	0.350649	Brassicaceae
AT3G29633	96	0.489583	Arabidopsis_thaliana
AT3G29635	1377	0.460421	Viridiplantae
AT3G29636	600	0.461667	Magnoliophyta
AT3G29637	354	0.412429	Brassicaceae
AT3G29638	1344	0.357887	Mesangiospermae
AT3G29639	546	0.384615	Embryophyta
AT3G29645	417	0.386091	Brassicaceae
AT3G29670	1356	0.473451	Viridiplantae
AT3G29680	1356	0.436578	Streptophyta
AT3G29690	543	0.436464	Embryophyta
AT3G29720	663	0.441931	Embryophyta
AT3G29740	264	0.44697	Embryophyta
AT3G29750	1266	0.412322	Mesangiospermae
AT3G29760	1398	0.386266	cellular_organisms
AT3G29763	1518	0.362978	Eukaryota
AT3G29765	1611	0.366853	Eukaryota
AT3G29770	1173	0.422847	cellular_organisms
AT3G29780	354	0.468927	Pentapetalae
AT3G29785	330	0.372727	Embryophyta
AT3G29790	435	0.381609	Arabidopsis
AT3G29791	378	0.455026	Brassicaceae
AT3G29794	1206	0.362355	Eukaryota
AT3G29796	1392	0.450431	Arabidopsis_thaliana
AT3G29797	471	0.354565	Mesangiospermae
AT3G29800	1323	0.435374	cellular_organisms
AT3G29810	1326	0.426094	Streptophyta
AT3G29830	1395	0.403584	Magnoliophyta
AT3G29970	264	0.405303	Eukaryota
AT3G30160	276	0.463768	Arabidopsis_thaliana
AT3G30165	276	0.431159	Pentapetalae
AT3G30180	1398	0.402003	cellular_organisms
AT3G30200	1533	0.418787	Embryophyta
AT3G30210	831	0.427196	Eukaryota
AT3G30220	438	0.525114	Arabidopsis
AT3G30222	276	0.416667	Arabidopsis_thaliana
AT3G30230	1584	0.492424	Brassicaceae
AT3G30235	507	0.398422	Mesangiospermae
AT3G30247	477	0.352201	Mesangiospermae
AT3G30260	750	0.468	Eukaryota
AT3G30280	1332	0.445946	Streptophyta
AT3G30290	1227	0.418908	cellular_organisms
AT3G30300	2034	0.424779	Streptophyta
AT3G30305	372	0.389785	Brassicaceae
AT3G30320	2088	0.434387	Arabidopsis
AT3G30340	1095	0.419178	Viridiplantae
AT3G30350	492	0.426829	Brassicaceae
AT3G30370	540	0.416667	Mesangiospermae
AT3G30380	1200	0.4325	cellular_organisms
AT3G30383	348	0.356322	Mesangiospermae
AT3G30385	348	0.37069	Mesangiospermae
AT3G30387	348	0.37069	Mesangiospermae
AT3G30390	1383	0.433839	Eukaryota
AT3G30430	345	0.414493	Mesangiospermae
AT3G30460	444	0.463964	Eukaryota
AT3G30520	1194	0.421273	Brassicaceae
AT3G30525	507	0.376726	Eukaryota
AT3G30530	522	0.434866	Viridiplantae
AT3G30540	990	0.423232	cellular_organisms
AT3G30580	387	0.392765	Mesangiospermae
AT3G30705	108	0.425926	Arabidopsis_thaliana
AT3G30720	180	0.4	Arabidopsis_thaliana
AT3G30725	336	0.431548	Tracheophyta
AT3G30730	393	0.371501	Mesangiospermae
AT3G30739	747	0.4083	Pentapetalae
AT3G30770	1812	0.405077	Mesangiospermae
AT3G30775	1500	0.498667	cellular_organisms
AT3G30805	501	0.439122	cellular_organisms
AT3G30820	1218	0.50821	Brassicaceae
AT3G30823	192	0.421875	Arabidopsis_thaliana
AT3G30840	177	0.468927	Arabidopsis_thaliana
AT3G30841	1488	0.438844	cellular_organisms
AT3G30842	4257	0.423773	cellular_organisms
AT3G30845	318	0.383648	Arabidopsis_thaliana
AT3G31350	501	0.469062	Arabidopsis_thaliana
AT3G31402	1182	0.345178	Eukaryota
AT3G31430	1011	0.47181	Mesangiospermae
AT3G31550	534	0.417603	Brassicaceae
AT3G31560	240	0.454167	Arabidopsis
AT3G31900	1182	0.384095	Embryophyta
AT3G31910	1200	0.385	Brassicaceae
AT3G31925	417	0.36211	Brassicaceae
AT3G31950	1524	0.477034	Camelineae
AT3G32030	1815	0.424242	Embryophyta
AT3G32040	1083	0.491228	cellular_organisms
AT3G32047	1509	0.440027	cellular_organisms
AT3G32050	528	0.414773	Brassicaceae
AT3G32090	549	0.440801	Tracheophyta
AT3G32130	645	0.372093	Mesangiospermae
AT3G32150	726	0.501377	Arabidopsis
AT3G32160	447	0.557047	Arabidopsis
AT3G32180	303	0.564356	Arabidopsis
AT3G32190	1077	0.488394	Arabidopsis
AT3G32200	447	0.516779	Arabidopsis
AT3G32260	930	0.413978	Pentapetalae
AT3G32280	1425	0.384561	Embryophyta
AT3G32330	984	0.400407	Eukaryota
AT3G32380	192	0.489583	Brassicaceae
AT3G32400	1467	0.429448	Eukaryota
AT3G32410	699	0.413448	Embryophyta
AT3G32420	324	0.404321	Streptophyta
AT3G32896	483	0.47412	Arabidopsis
AT3G32904	993	0.389728	Mesangiospermae
AT3G32920	681	0.431718	cellular_organisms
AT3G32930	750	0.457333	Streptophyta
AT3G32940	1824	0.447368	Eukaryota
AT3G32960	645	0.413953	rosids
AT3G32980	1059	0.441926	Viridiplantae
AT3G33187	267	0.344569	Arabidopsis
AT3G33293	438	0.477169	Arabidopsis
AT3G33393	354	0.468927	Arabidopsis
AT3G33494	597	0.490787	Arabidopsis_thaliana
AT3G33520	1266	0.448657	Eukaryota
AT3G33528	363	0.380165	Pentapetalae
AT3G33530	4038	0.473749	Eukaryota
AT3G36659	795	0.485535	Viridiplantae
AT3G41762	330	0.563636	Arabidopsis_thaliana
AT3G42050	1326	0.447964	Eukaryota
AT3G42060	2139	0.505376	Mesangiospermae
AT3G42075	225	0.448889	Arabidopsis_thaliana
AT3G42130	198	0.520202	Arabidopsis_thaliana
AT3G42140	822	0.448905	Mesangiospermae
