ID	PS	Len	GC
AT3G07370	cellular_organisms	837	0.426523
AT3G07380	Embryophyta	309	0.440129
AT3G07390	Embryophyta	822	0.519465
AT3G07400	Eukaryota	3012	0.447875
AT3G07410	cellular_organisms	654	0.477064
AT3G07420	cellular_organisms	1917	0.447574
AT3G07425	Pentapetalae	297	0.474747
AT3G07430	cellular_organisms	699	0.506438
AT3G07440	Magnoliophyta	708	0.467514
AT3G07450	Tracheophyta	321	0.47352
AT3G07460	Streptophyta	534	0.456929
AT3G07470	Streptophyta	510	0.460784
AT3G07480	cellular_organisms	480	0.522917
AT3G07490	cellular_organisms	462	0.45671
AT3G07500	Magnoliophyta	654	0.446483
AT3G07510	Embryophyta	570	0.508772
AT3G07520	cellular_organisms	2586	0.41338
AT3G07522	Arabidopsis_thaliana	129	0.44186
AT3G07525	Eukaryota	678	0.438053
AT3G07530	cellular_organisms	2100	0.419524
AT3G07540	Eukaryota	2526	0.467142
AT3G07550	Eukaryota	1188	0.449495
AT3G07560	Viridiplantae	915	0.492896
AT3G07565	Viridiplantae	777	0.459459
AT3G07568	Magnoliophyta	207	0.468599
AT3G07570	Eukaryota	1110	0.472973
AT3G07580	Magnoliophyta	432	0.481481
AT3G07590	Eukaryota	345	0.475362
AT3G07600	Magnoliophyta	474	0.443038
AT3G07610	Eukaryota	3084	0.434825
AT3G07620	Eukaryota	1380	0.405797
AT3G07630	cellular_organisms	1146	0.460733
AT3G07640	Magnoliophyta	726	0.440771
AT3G07650	Eukaryota	1119	0.459339
AT3G07660	Viridiplantae	2526	0.468725
AT3G07670	cellular_organisms	1515	0.436304
AT3G07680	Eukaryota	627	0.432217
AT3G07690	cellular_organisms	1371	0.436178
AT3G07700	cellular_organisms	2088	0.435345
AT3G07710	Brassicaceae	438	0.436073
AT3G07720	cellular_organisms	990	0.49798
AT3G07730	Embryophyta	1422	0.395921
AT3G07740	Eukaryota	1647	0.424408
AT3G07750	cellular_organisms	861	0.456446
AT3G07760	Viridiplantae	378	0.468254
AT3G07770	cellular_organisms	2400	0.43
AT3G07780	Streptophytina	1701	0.457966
AT3G07790	Eukaryota	1527	0.440733
AT3G07800	cellular_organisms	717	0.432357
AT3G07810	cellular_organisms	1485	0.455892
AT3G07820	cellular_organisms	1176	0.47449
AT3G07830	cellular_organisms	1194	0.48325
AT3G07840	cellular_organisms	1206	0.483416
AT3G07850	cellular_organisms	1335	0.465918
AT3G07860	Eukaryota	498	0.459839
AT3G07870	Embryophyta	1254	0.424242
AT3G07880	Eukaryota	723	0.450899
AT3G07890	Eukaryota	1203	0.449709
AT3G07900	Streptophyta	1740	0.41954
AT3G07910	Eukaryota	225	0.515556
AT3G07920	cellular_organisms	495	0.428283
AT3G07930	cellular_organisms	1338	0.40583
AT3G07940	Eukaryota	1158	0.43437
AT3G07950	cellular_organisms	915	0.446995
AT3G07960	cellular_organisms	2148	0.445065
AT3G07970	cellular_organisms	1320	0.416667
AT3G07980	cellular_organisms	4104	0.429094
AT3G07990	cellular_organisms	1380	0.433333
AT3G08000	cellular_organisms	432	0.4375
AT3G08010	cellular_organisms	1125	0.438222
AT3G08020	Eukaryota	2340	0.428632
AT3G08030	Streptophyta	1098	0.477231
AT3G08040	cellular_organisms	1581	0.451613
AT3G08490	Embryophyta	816	0.436275
AT3G08500	Eukaryota	1032	0.418605
AT3G08505	Eukaryota	972	0.433128
AT3G08510	Eukaryota	1746	0.427262
AT3G08520	Streptophytina	78	0.448718
AT3G08530	Eukaryota	5112	0.434272
AT3G08550	cellular_organisms	1602	0.435705
AT3G08560	cellular_organisms	708	0.50565
AT3G08570	Eukaryota	1854	0.477886
AT3G08580	Eukaryota	1146	0.47644
AT3G08590	cellular_organisms	1683	0.467617
AT3G08600	Streptophytina	951	0.454259
AT3G08610	Viridiplantae	198	0.494949
AT3G08620	Eukaryota	852	0.447183
AT3G08630	Viridiplantae	1020	0.470588
AT3G08636	Arabidopsis_thaliana	180	0.411111
AT3G08640	Viridiplantae	1014	0.480276
AT3G08650	cellular_organisms	1788	0.488255
AT3G08660	Eukaryota	1749	0.453974
AT3G08670	Embryophyta	1704	0.482981
AT3G08680	cellular_organisms	1923	0.478419
AT3G08690	cellular_organisms	447	0.465324
AT3G08700	cellular_organisms	450	0.462222
AT3G08710	cellular_organisms	423	0.437352
AT3G08720	cellular_organisms	1416	0.439266
AT3G08730	cellular_organisms	1398	0.444921
AT3G08740	cellular_organisms	711	0.437412
AT3G08750	Embryophyta	1110	0.415315
AT3G08760	cellular_organisms	1674	0.483274
AT3G08770	Magnoliophyta	342	0.508772
AT3G08780	Eukaryota	942	0.492569
AT3G08790	Eukaryota	1824	0.432566
AT3G08800	Eukaryota	2811	0.433654
AT3G08810	Embryophyta	1032	0.473837
AT3G08820	Eukaryota	2058	0.450437
AT3G08840	cellular_organisms	2814	0.447761
AT3G08850	cellular_organisms	4035	0.468154
AT3G08860	cellular_organisms	1446	0.493084
AT3G08870	cellular_organisms	2082	0.435639
AT3G08880	Tracheophyta	606	0.382838
AT3G08890	Streptophyta	513	0.424951
AT3G08900	cellular_organisms	1089	0.46832
AT3G08910	cellular_organisms	972	0.480453
AT3G08920	cellular_organisms	645	0.502326
AT3G08930	Eukaryota	1530	0.438562
AT3G08940	Viridiplantae	684	0.498538
AT3G08943	Eukaryota	2614	0.466718
AT3G08947	Eukaryota	1974	0.471631
AT3G08950	cellular_organisms	1005	0.444776
AT3G08960	Eukaryota	3033	0.428948
AT3G08970	cellular_organisms	1719	0.426992
AT3G08980	cellular_organisms	465	0.423656
AT3G08990	Eukaryota	387	0.431525
AT3G09000	Embryophyta	1626	0.516605
AT3G09010	cellular_organisms	1182	0.466159
AT3G09020	Eukaryota	1236	0.411812
AT3G09030	Eukaryota	1383	0.522777
AT3G09032	Mesangiospermae	441	0.44898
AT3G09035	Embryophyta	1017	0.433628
AT3G09040	Eukaryota	3087	0.411727
AT3G09050	Viridiplantae	777	0.433719
AT3G09055	Arabidopsis_thaliana	111	0.477477
AT3G09060	Eukaryota	2064	0.425872
AT3G09070	Viridiplantae	2058	0.51895
AT3G09080	cellular_organisms	3081	0.42616
AT3G09085	cellular_organisms	339	0.480826
AT3G09090	cellular_organisms	2691	0.436641
AT3G09100	cellular_organisms	1416	0.420198
AT3G09110	Tracheophyta	1032	0.420543
AT3G09120	Embryophyta	945	0.401058
AT3G09130	Mesangiospermae	1194	0.481575
AT3G09140	Embryophyta	1593	0.382298
AT3G09150	cellular_organisms	984	0.409553
AT3G09160	Eukaryota	399	0.45614
AT3G09162	Arabidopsis_thaliana	201	0.472637
AT3G09180	Eukaryota	1209	0.463193
AT3G09190	Embryophyta	1038	0.431599
AT3G09200	cellular_organisms	963	0.496366
AT3G09210	cellular_organisms	1002	0.443114
AT3G09220	cellular_organisms	1704	0.497066
AT3G09230	Eukaryota	1182	0.478003
AT3G09240	cellular_organisms	1434	0.45258
AT3G09250	cellular_organisms	735	0.439456
AT3G09260	cellular_organisms	1575	0.433016
AT3G09270	cellular_organisms	675	0.426667
AT3G09280	Magnoliophyta	339	0.498525
AT3G09290	Streptophyta	519	0.412331
AT3G09300	Eukaryota	1377	0.45098
AT3G09310	cellular_organisms	513	0.467836
AT3G09320	Eukaryota	861	0.449477
AT3G09330	Eukaryota	1575	0.433651
AT3G09340	Eukaryota	1587	0.435413
AT3G09350	Eukaryota	1092	0.450549
AT3G09360	cellular_organisms	1815	0.41157
AT3G09370	Eukaryota	1518	0.437418
AT3G09380	Eukaryota	450	0.395556
AT3G09390	Mesangiospermae	246	0.52439
AT3G09400	cellular_organisms	1953	0.455197
AT3G09405	Eukaryota	1230	0.430081
AT3G09410	Eukaryota	1284	0.442368
AT3G09430	cellular_organisms	906	0.475717
AT3G09440	cellular_organisms	1950	0.465641
AT3G09450	Streptophyta	2328	0.466065
AT3G09455	Embryophyta	108	0.407407
AT3G09470	Eukaryota	1314	0.44825
AT3G09480	Eukaryota	381	0.475066
AT3G09490	cellular_organisms	1005	0.429851
AT3G09500	cellular_organisms	372	0.47043
AT3G09510	Streptophytina	1455	0.393814
AT3G09520	Viridiplantae	1887	0.465819
AT3G09530	Viridiplantae	1914	0.447231
AT3G09540	cellular_organisms	1137	0.488127
AT3G09550	cellular_organisms	1824	0.461075
AT3G09560	Eukaryota	2715	0.41989
AT3G09570	Eukaryota	1320	0.452273
AT3G09580	cellular_organisms	1434	0.499303
AT3G09590	cellular_organisms	561	0.513369
AT3G09600	Eukaryota	897	0.442586
AT3G09620	cellular_organisms	2970	0.442424
AT3G09630	cellular_organisms	1221	0.503686
AT3G09640	cellular_organisms	756	0.482804
AT3G09650	Eukaryota	2337	0.459136
AT3G09660	cellular_organisms	2274	0.42832
AT3G09670	Eukaryota	2181	0.43237
AT3G09680	cellular_organisms	429	0.459207
AT3G09690	cellular_organisms	1584	0.46654
AT3G09700	Eukaryota	339	0.466077
AT3G09710	Streptophyta	1365	0.467399
AT3G09720	cellular_organisms	1626	0.429274
AT3G09730	Tracheophyta	1194	0.442211
AT3G09735	Streptophyta	222	0.445946
AT3G09740	Eukaryota	801	0.45568
AT3G09750	Mesangiospermae	486	0.45679
AT3G09760	Viridiplantae	1476	0.441734
AT3G09770	Eukaryota	1167	0.48072
AT3G09780	cellular_organisms	2328	0.454038
AT3G09790	cellular_organisms	1896	0.433017
AT3G09800	Eukaryota	540	0.438889
AT3G09810	cellular_organisms	1125	0.449778
AT3G09820	cellular_organisms	1035	0.478261
AT3G09830	cellular_organisms	1257	0.463803
AT3G09840	cellular_organisms	2430	0.477366
AT3G09850	Eukaryota	2346	0.44416
AT3G09860	Streptophytina	297	0.444444
AT3G09863	Arabidopsis_thaliana	132	0.424242
AT3G09870	Embryophyta	342	0.421053
AT3G09880	Eukaryota	1500	0.434667
AT3G09890	cellular_organisms	621	0.47343
AT3G09900	cellular_organisms	657	0.423135
AT3G09910	cellular_organisms	618	0.427184
AT3G09920	cellular_organisms	2448	0.439542
AT3G09922	Arabidopsis_thaliana	243	0.399177
AT3G09925	Tracheophyta	516	0.449612
AT3G09930	Viridiplantae	1065	0.451643
AT3G09940	cellular_organisms	1326	0.45098
AT3G09950	Tracheophyta	279	0.448029
AT3G09960	cellular_organisms	936	0.433761
AT3G09970	cellular_organisms	930	0.43871
AT3G09980	Viridiplantae	537	0.458101
AT3G09990	Eukaryota	1254	0.434609
AT3G10000	Streptophytina	1446	0.428769
AT3G10010	cellular_organisms	3999	0.423106
AT3G10020	Embryophyta	450	0.533333
AT3G10030	cellular_organisms	1629	0.464088
AT3G10040	Magnoliophyta	1296	0.48071
AT3G10050	cellular_organisms	1779	0.464306
AT3G10060	cellular_organisms	693	0.487734
AT3G10070	Eukaryota	1620	0.488889
AT3G10080	cellular_organisms	684	0.45614
AT3G10090	cellular_organisms	195	0.476923
AT3G10110	Eukaryota	522	0.488506
AT3G10113	Eukaryota	1011	0.421365
AT3G10116	Embryophyta	513	0.434698
AT3G10120	Magnoliophyta	522	0.413793
AT3G10130	cellular_organisms	930	0.448387
AT3G10140	cellular_organisms	1170	0.430769
AT3G10150	cellular_organisms	1104	0.444746
AT3G10160	cellular_organisms	1878	0.440895
AT3G10180	Eukaryota	3822	0.419676
AT3G10185	Tracheophyta	369	0.452575
AT3G10190	cellular_organisms	630	0.5
AT3G10195	Brassicaceae	246	0.398374
AT3G10200	cellular_organisms	1776	0.425676
AT3G10210	Eukaryota	714	0.462185
AT3G10220	Eukaryota	732	0.443989
AT3G10230	cellular_organisms	1506	0.450863
AT3G10240	Embryophyta	1170	0.394017
AT3G10250	Eukaryota	975	0.432821
AT3G10260	Eukaryota	744	0.439516
AT3G10270	cellular_organisms	2193	0.443228
AT3G10280	cellular_organisms	1380	0.449275
AT3G10290	Eukaryota	1068	0.459738
AT3G10300	Eukaryota	975	0.499487
AT3G10310	cellular_organisms	2880	0.421181
AT3G10320	Eukaryota	1485	0.418855
AT3G10330	cellular_organisms	939	0.450479
AT3G10340	cellular_organisms	2124	0.497646
AT3G10350	cellular_organisms	1236	0.455502
AT3G10360	Eukaryota	3012	0.439243
AT3G10370	cellular_organisms	1890	0.48254
AT3G10380	Eukaryota	3162	0.43833
AT3G10390	cellular_organisms	2655	0.441808
AT3G10400	cellular_organisms	786	0.513995
AT3G10405	Viridiplantae	639	0.43349
AT3G10410	cellular_organisms	1551	0.457124
AT3G10420	cellular_organisms	1644	0.458029
AT3G10430	Embryophyta	1113	0.4115
AT3G10439	Arabidopsis_thaliana	99	0.40404
AT3G10440	Mesangiospermae	1719	0.433973
AT3G10450	cellular_organisms	1314	0.413242
AT3G10455	Brassicaceae	396	0.393939
AT3G10460	Magnoliophyta	399	0.433584
AT3G10470	Streptophyta	1197	0.472013
AT3G10480	Streptophytina	1344	0.47619
AT3G10490	Streptophytina	717	0.495119
AT3G10500	Streptophytina	1650	0.427879
AT3G10510	Streptophytina	1116	0.46595
AT3G10520	cellular_organisms	477	0.442348
AT3G10525	Mesangiospermae	387	0.496124
AT3G10527	Brassicaceae	333	0.48048
AT3G10530	cellular_organisms	1611	0.438237
AT3G10540	cellular_organisms	1461	0.427789
AT3G10550	Eukaryota	2523	0.445105
AT3G10560	cellular_organisms	1545	0.472492
AT3G10570	cellular_organisms	1542	0.468223
AT3G10572	Streptophyta	1002	0.393214
AT3G10580	Eukaryota	864	0.459491
AT3G10585	Viridiplantae	498	0.447791
AT3G10590	Eukaryota	621	0.470209
AT3G10595	Eukaryota	552	0.442029
AT3G10600	cellular_organisms	1755	0.501425
AT3G10605	Arabidopsis_thaliana	165	0.478788
AT3G10610	cellular_organisms	423	0.460993
AT3G10620	cellular_organisms	651	0.479263
AT3G10630	cellular_organisms	1464	0.434426
AT3G10640	Eukaryota	708	0.444915
AT3G10650	Eukaryota	3930	0.464885
AT3G10660	cellular_organisms	1941	0.439464
AT3G10670	cellular_organisms	1017	0.468043
AT3G10680	cellular_organisms	1473	0.452817
AT3G10690	cellular_organisms	2853	0.45496
AT3G10700	cellular_organisms	1275	0.457255
AT3G10710	cellular_organisms	1686	0.473903
AT3G10720	cellular_organisms	792	0.434343
AT3G10730	Eukaryota	1368	0.467105
AT3G10740	cellular_organisms	2037	0.436917
AT3G10750	Mesangiospermae	900	0.431111
AT3G10760	Eukaryota	1008	0.462302
AT3G10770	Eukaryota	1002	0.469062
AT3G10780	Eukaryota	654	0.440367
AT3G10790	Magnoliophyta	960	0.394792
AT3G10800	Eukaryota	2028	0.449211
AT3G10810	Tracheophyta	1491	0.462777
AT3G10815	Eukaryota	600	0.445
AT3G10820	Eukaryota	1185	0.453165
AT3G10840	cellular_organisms	1401	0.451106
AT3G10845	cellular_organisms	1272	0.439465
AT3G10850	cellular_organisms	777	0.468468
AT3G10860	Viridiplantae	219	0.506849
AT3G10870	cellular_organisms	831	0.466907
AT3G10880	Mesangiospermae	960	0.398958
AT3G10890	cellular_organisms	1245	0.423293
AT3G10900	cellular_organisms	1227	0.435208
AT3G10910	Eukaryota	546	0.490842
AT3G10915	Eukaryota	585	0.418803
AT3G10920	cellular_organisms	696	0.466954
AT3G10930	Arabidopsis_thaliana	306	0.323529
AT3G10940	Eukaryota	849	0.431095
AT3G10950	cellular_organisms	279	0.469534
AT3G10960	cellular_organisms	1740	0.47931
AT3G10970	cellular_organisms	1098	0.429872
AT3G10974	Arabidopsis_thaliana	126	0.436508
AT3G10980	Streptophyta	1692	0.417849
AT3G10985	Embryophyta	333	0.555556
AT3G10986	Embryophyta	594	0.446128
AT3G10990	Pentapetalae	534	0.395131
AT3G11000	cellular_organisms	1467	0.433538
AT3G11010	cellular_organisms	2685	0.424209
AT3G11020	Viridiplantae	993	0.441088
AT3G11030	Viridiplantae	1356	0.470501
AT3G11040	Eukaryota	2040	0.44951
AT3G11050	cellular_organisms	762	0.458005
AT3G11060	Brassicaceae	642	0.450156
AT3G11070	cellular_organisms	1563	0.472809
AT3G11080	cellular_organisms	2832	0.428319
AT3G11090	Streptophyta	498	0.467871
AT3G11100	Streptophyta	750	0.464
AT3G11110	Eukaryota	477	0.542977
AT3G11120	Streptophytina	78	0.435897
AT3G11130	Eukaryota	5118	0.436889
AT3G11150	Embryophyta	1116	0.479391
AT3G11160	Camelineae	438	0.46347
AT3G11165	Arabidopsis	456	0.462719
AT3G11170	cellular_organisms	1341	0.431767
AT3G11180	cellular_organisms	1203	0.463009
AT3G11200	Eukaryota	741	0.469636
AT3G11210	cellular_organisms	771	0.457847
AT3G11220	cellular_organisms	1068	0.445693
AT3G11230	Eukaryota	390	0.433333
AT3G11240	cellular_organisms	1818	0.416392
AT3G11250	cellular_organisms	972	0.460905
AT3G11260	Viridiplantae	549	0.428051
AT3G11270	Eukaryota	933	0.435155
AT3G11280	Eukaryota	792	0.462121
AT3G11290	Eukaryota	1383	0.435286
AT3G11300	Magnoliophyta	627	0.424242
AT3G11310	Magnoliophyta	1620	0.440741
AT3G11320	Eukaryota	927	0.442287
AT3G11325	Embryophyta	1173	0.483376
AT3G11330	cellular_organisms	1500	0.475333
AT3G11340	cellular_organisms	1344	0.435268
AT3G11350	Tracheophyta	1080	0.443519
AT3G11370	Magnoliophyta	1770	0.422599
AT3G11380	Streptophyta	1626	0.434809
AT3G11385	Embryophyta	2301	0.428075
AT3G11390	Embryophyta	2133	0.415377
AT3G11397	Eukaryota	630	0.469841
AT3G11400	cellular_organisms	885	0.494915
AT3G11402	Embryophyta	2127	0.427833
AT3G11405	Tracheophyta	465	0.406452
AT3G11410	cellular_organisms	1200	0.486667
AT3G11420	Streptophyta	1518	0.48946
AT3G11430	Embryophyta	1509	0.487078
AT3G11440	Eukaryota	1662	0.447653
AT3G11450	cellular_organisms	1944	0.43107
AT3G11460	cellular_organisms	1872	0.444444
AT3G11470	cellular_organisms	903	0.408638
AT3G11480	Eukaryota	1140	0.401754
AT3G11490	Eukaryota	1308	0.422783
AT3G11500	cellular_organisms	240	0.420833
AT3G11510	cellular_organisms	453	0.492274
AT3G11520	Eukaryota	1245	0.432932
AT3G11530	Eukaryota	342	0.476608
AT3G11540	cellular_organisms	2745	0.440801
AT3G11550	Embryophyta	615	0.512195
AT3G11560	Eukaryota	2619	0.425735
AT3G11570	Streptophyta	1284	0.437695
AT3G11580	Viridiplantae	804	0.483831
AT3G11590	Embryophyta	1869	0.454789
AT3G11591	Mesangiospermae	192	0.526042
AT3G11600	Embryophyta	354	0.488701
AT3G11620	Eukaryota	939	0.42279
AT3G11630	cellular_organisms	801	0.465668
AT3G11640	Magnoliophyta	561	0.493761
AT3G11650	Streptophytina	723	0.460581
AT3G11660	Embryophyta	630	0.469841
AT3G11670	cellular_organisms	2427	0.434693
AT3G11680	cellular_organisms	1467	0.433538
AT3G11690	Magnoliophyta	759	0.511199
AT3G11700	cellular_organisms	1389	0.491001
AT3G11710	cellular_organisms	1881	0.440723
AT3G11720	Eukaryota	1629	0.400246
AT3G11730	cellular_organisms	618	0.430421
AT3G11740	Eukaryota	585	0.405128
AT3G11745	Arabidopsis	273	0.428571
AT3G11750	cellular_organisms	441	0.433107
AT3G11760	Viridiplantae	2109	0.443812
AT3G11770	Eukaryota	603	0.439469
AT3G11773	cellular_organisms	453	0.430464
AT3G11780	Eukaryota	462	0.430736
AT3G11800	Viridiplantae	741	0.479082
AT3G11810	Embryophyta	1047	0.43171
AT3G11820	Eukaryota	1041	0.501441
AT3G11825	Brassicaceae	303	0.405941
AT3G11830	cellular_organisms	1674	0.452808
AT3G11840	Eukaryota	1371	0.440554
AT3G11850	Embryophyta	1515	0.435644
AT3G11860	Brassicaceae	759	0.41502
AT3G11870	cellular_organisms	1665	0.407808
AT3G11880	Streptophyta	1332	0.427928
AT3G11890	Embryophyta	1503	0.451763
AT3G11900	Eukaryota	1299	0.43418
AT3G11910	Eukaryota	3348	0.415472
AT3G11920	cellular_organisms	1893	0.426307
AT3G11930	cellular_organisms	600	0.521667
AT3G11940	cellular_organisms	624	0.482372
AT3G11945	cellular_organisms	1161	0.433247
AT3G11950	Eukaryota	1719	0.418266
AT3G11960	Eukaryota	4140	0.425604
AT3G11964	cellular_organisms	5691	0.418907
AT3G11980	cellular_organisms	1851	0.426256
AT3G11990	Mesangiospermae	519	0.393064
AT3G12000	Embryophyta	1320	0.431818
AT3G12010	Eukaryota	2049	0.424109
AT3G12020	cellular_organisms	2898	0.428571
AT3G12030	Eukaryota	591	0.470389
AT3G12040	cellular_organisms	765	0.481046
AT3G12050	cellular_organisms	1083	0.469067
AT3G12060	Streptophyta	1671	0.449431
AT3G12070	cellular_organisms	954	0.437107
AT3G12080	cellular_organisms	1992	0.455321
AT3G12090	Streptophyta	849	0.484099
AT3G12100	cellular_organisms	1182	0.444162
AT3G12110	cellular_organisms	1134	0.467372
AT3G12120	cellular_organisms	1152	0.497396
AT3G12130	Eukaryota	531	0.47081
AT3G12140	Viridiplantae	984	0.450203
AT3G12145	cellular_organisms	978	0.474438
AT3G12150	cellular_organisms	1092	0.491758
AT3G12160	cellular_organisms	669	0.433483
AT3G12170	cellular_organisms	789	0.422053
AT3G12180	Eukaryota	441	0.444444
AT3G12190	Mesangiospermae	810	0.417284
AT3G12200	cellular_organisms	1716	0.420163
AT3G12203	cellular_organisms	1314	0.421613
AT3G12210	Eukaryota	468	0.497863
AT3G12220	cellular_organisms	1308	0.417431
AT3G12230	cellular_organisms	1308	0.416667
AT3G12240	cellular_organisms	1311	0.421815
AT3G12250	Streptophyta	993	0.477341
AT3G12260	Eukaryota	402	0.470149
AT3G12270	cellular_organisms	1806	0.444075
AT3G12280	Eukaryota	3042	0.437212
AT3G12290	cellular_organisms	900	0.474444
AT3G12300	Eukaryota	573	0.420593
AT3G12320	Tracheophyta	810	0.419753
AT3G12340	cellular_organisms	1500	0.411333
AT3G12345	cellular_organisms	561	0.490196
AT3G12350	Viridiplantae	1269	0.464145
AT3G12360	cellular_organisms	1773	0.463057
AT3G12370	cellular_organisms	516	0.467054
AT3G12380	Eukaryota	2175	0.445977
AT3G12390	cellular_organisms	612	0.477124
AT3G12400	Eukaryota	1197	0.487051
AT3G12410	Viridiplantae	693	0.492063
AT3G12420	Embryophyta	558	0.496416
AT3G12430	Viridiplantae	717	0.488145
AT3G12440	Viridiplantae	1062	0.504708
AT3G12460	Viridiplantae	729	0.484225
AT3G12470	Viridiplantae	663	0.485671
AT3G12480	Eukaryota	882	0.481859
AT3G12490	Viridiplantae	477	0.494759
AT3G12500	cellular_organisms	1008	0.513889
AT3G12510	Mesangiospermae	522	0.488506
AT3G12520	cellular_organisms	2034	0.44002
AT3G12530	Eukaryota	633	0.451817
AT3G12540	cellular_organisms	1719	0.432228
AT3G12545	Brassicaceae	510	0.415686
AT3G12550	Embryophyta	1917	0.414189
AT3G12560	Viridiplantae	1860	0.439247
AT3G12570	Streptophyta	1470	0.469388
AT3G12580	cellular_organisms	1953	0.478239
AT3G12587	Embryophyta	114	0.421053
AT3G12590	Eukaryota	3555	0.44135
AT3G12600	cellular_organisms	543	0.478821
AT3G12610	cellular_organisms	1119	0.488829
AT3G12620	cellular_organisms	1158	0.43437
AT3G12630	Eukaryota	483	0.488613
AT3G12640	cellular_organisms	1917	0.440271
AT3G12650	Embryophyta	717	0.443515
AT3G12660	Embryophyta	768	0.451823
AT3G12670	cellular_organisms	1776	0.448761
AT3G12680	Eukaryota	1575	0.469841
AT3G12685	cellular_organisms	642	0.433022
AT3G12690	cellular_organisms	1734	0.506344
AT3G12700	Eukaryota	1386	0.47114
AT3G12710	cellular_organisms	939	0.477103
AT3G12720	Eukaryota	924	0.412338
AT3G12730	Eukaryota	708	0.461864
AT3G12740	Eukaryota	1053	0.444444
AT3G12750	Eukaryota	1068	0.468165
AT3G12760	Eukaryota	753	0.450199
AT3G12770	Eukaryota	2085	0.457554
AT3G12775	Streptophyta	1089	0.422406
AT3G12780	cellular_organisms	1446	0.484094
AT3G12800	cellular_organisms	897	0.477146
AT3G12810	cellular_organisms	6168	0.427529
AT3G12820	Eukaryota	720	0.445833
AT3G12830	Embryophyta	399	0.508772
AT3G12833	Arabidopsis_thaliana	201	0.472637
AT3G12835	Arabidopsis_thaliana	105	0.561905
AT3G12840	Magnoliophyta	540	0.403704
AT3G12850	Eukaryota	1104	0.44837
AT3G12860	cellular_organisms	1500	0.442667
AT3G12870	Embryophyta	621	0.442834
AT3G12880	Mesangiospermae	540	0.481481
AT3G12890	Eukaryota	756	0.44709
AT3G12900	cellular_organisms	1074	0.495345
AT3G12910	Streptophytina	912	0.445175
AT3G12915	cellular_organisms	2464	0.471997
AT3G12920	Eukaryota	1008	0.458333
AT3G12930	cellular_organisms	717	0.435146
AT3G12940	Viridiplantae	1425	0.45193
AT3G12950	Streptophyta	1677	0.495528
AT3G12955	Embryophyta	420	0.430952
AT3G12960	Mesangiospermae	261	0.498084
AT3G12970	Magnoliophyta	1146	0.501745
AT3G12977	Streptophytina	840	0.455952
AT3G12980	Eukaryota	5013	0.439457
AT3G12990	cellular_organisms	924	0.455628
AT3G13000	cellular_organisms	1662	0.445848
AT3G13010	Streptophyta	1719	0.438045
AT3G13020	Streptophyta	1818	0.426843
AT3G13030	Streptophyta	1635	0.412844
AT3G13040	Eukaryota	1350	0.448889
AT3G13050	cellular_organisms	1503	0.463739
AT3G13060	Eukaryota	1656	0.458333
AT3G13062	Eukaryota	1212	0.443069
AT3G13065	cellular_organisms	2064	0.44186
AT3G13070	cellular_organisms	1986	0.432528
AT3G13075	Arabidopsis_thaliana	282	0.43617
AT3G13080	cellular_organisms	4545	0.432123
AT3G13090	cellular_organisms	4401	0.429221
AT3G13100	cellular_organisms	4482	0.423249
AT3G13110	cellular_organisms	1176	0.467687
AT3G13120	cellular_organisms	576	0.480903
AT3G13130	Mesangiospermae	606	0.40429
AT3G13140	Magnoliophyta	552	0.492754
AT3G13150	Eukaryota	1656	0.460145
AT3G13160	Eukaryota	1185	0.455696
AT3G13170	cellular_organisms	1089	0.405877
AT3G13175	Magnoliophyta	321	0.498442
AT3G13180	cellular_organisms	1572	0.452926
AT3G13190	Magnoliophyta	951	0.414301
AT3G13200	Eukaryota	693	0.450216
AT3G13210	cellular_organisms	1974	0.444276
AT3G13220	cellular_organisms	2058	0.436346
AT3G13222	Streptophytina	1704	0.448357
AT3G13224	cellular_organisms	696	0.405172
AT3G13225	Eukaryota	2316	0.442142
AT3G13226	cellular_organisms	1149	0.43168
AT3G13227	Streptophytina	336	0.511905
AT3G13228	Eukaryota	978	0.415133
AT3G13229	Embryophyta	870	0.455172
AT3G13230	cellular_organisms	648	0.430556
AT3G13235	Eukaryota	1245	0.455422
AT3G13240	Arabidopsis_thaliana	147	0.394558
AT3G13275	Mesangiospermae	210	0.490476
AT3G13276	Arabidopsis_thaliana	117	0.401709
AT3G13280	Magnoliophyta	1152	0.452257
AT3G13290	cellular_organisms	4023	0.453393
AT3G13300	cellular_organisms	4035	0.460223
AT3G13310	cellular_organisms	474	0.535865
AT3G13320	cellular_organisms	1326	0.42911
AT3G13330	Eukaryota	5436	0.428808
AT3G13340	cellular_organisms	1344	0.428571
AT3G13350	Eukaryota	960	0.440625
AT3G13360	Mesangiospermae	1380	0.424638
AT3G13370	Arabidopsis	567	0.395062
AT3G13380	cellular_organisms	3495	0.458655
AT3G13390	cellular_organisms	1665	0.509309
AT3G13400	cellular_organisms	1656	0.5157
AT3G13403	Arabidopsis_thaliana	174	0.327586
AT3G13404	Arabidopsis_thaliana	66	0.333333
AT3G13410	Viridiplantae	966	0.419255
AT3G13420	Viridiplantae	729	0.421125
AT3G13430	Eukaryota	948	0.416667
AT3G13432	Brassicaceae	216	0.435185
AT3G13433	Arabidopsis_thaliana	153	0.424837
AT3G13435	Camelineae	216	0.416667
AT3G13437	Camelineae	213	0.384977
AT3G13440	cellular_organisms	837	0.431302
AT3G13445	cellular_organisms	603	0.427861
