"","qseqid","mrca","ps","mrca_name"
"20260","g13630.t1","33090",3,"Viridiplantae"
"20261","g13652.t1","33090",3,"Viridiplantae"
"20262","g13654.t1","33090",3,"Viridiplantae"
"20263","g13664.t1","33090",3,"Viridiplantae"
"20264","g13669.t1","33090",3,"Viridiplantae"
"20265","g13686.t1","33090",3,"Viridiplantae"
"20266","g13735.t1","33090",3,"Viridiplantae"
"20267","g13751.t1","33090",3,"Viridiplantae"
"20268","g13756.t1","33090",3,"Viridiplantae"
"20269","g13820.t1","33090",3,"Viridiplantae"
"20270","g13905.t1","33090",3,"Viridiplantae"
"20271","g13905.t2","33090",3,"Viridiplantae"
"20272","g13929.t1","33090",3,"Viridiplantae"
"20273","g13979.t1","33090",3,"Viridiplantae"
"20274","g13988.t1","33090",3,"Viridiplantae"
"20275","g14000.t1","33090",3,"Viridiplantae"
"20276","g14002.t1","33090",3,"Viridiplantae"
"20277","g14003.t1","33090",3,"Viridiplantae"
"20278","g14013.t1","33090",3,"Viridiplantae"
"20279","g14063.t1","33090",3,"Viridiplantae"
"20280","g14064.t1","33090",3,"Viridiplantae"
"20281","g14137.t1","33090",3,"Viridiplantae"
"20282","g14155.t1","33090",3,"Viridiplantae"
"20283","g14269.t1","33090",3,"Viridiplantae"
"20284","g14289.t1","33090",3,"Viridiplantae"
"20285","g14356.t1","33090",3,"Viridiplantae"
"20286","g14360.t1","33090",3,"Viridiplantae"
"20287","g14383.t1","33090",3,"Viridiplantae"
"20288","g14384.t1","33090",3,"Viridiplantae"
"20289","g14384.t2","33090",3,"Viridiplantae"
"20290","g14384.t3","33090",3,"Viridiplantae"
"20291","g14395.t1","33090",3,"Viridiplantae"
"20292","g14447.t1","33090",3,"Viridiplantae"
"20293","g14448.t1","33090",3,"Viridiplantae"
"20294","g14479.t1","33090",3,"Viridiplantae"
"20295","g14496.t1","33090",3,"Viridiplantae"
"20296","g14546.t1","33090",3,"Viridiplantae"
"20297","g14547.t1","33090",3,"Viridiplantae"
"20298","g14571.t1","33090",3,"Viridiplantae"
"20299","g14593.t1","33090",3,"Viridiplantae"
"20300","g14642.t1","33090",3,"Viridiplantae"
"20301","g14696.t1","33090",3,"Viridiplantae"
"20302","g14715.t1","33090",3,"Viridiplantae"
"20303","g14775.t1","33090",3,"Viridiplantae"
"20304","g14836.t1","33090",3,"Viridiplantae"
"20305","g14859.t1","33090",3,"Viridiplantae"
"20306","g14865.t1","33090",3,"Viridiplantae"
"20307","g14867.t1","33090",3,"Viridiplantae"
"20308","g14869.t1","33090",3,"Viridiplantae"
"20309","g14870.t1","33090",3,"Viridiplantae"
"20310","g14871.t1","33090",3,"Viridiplantae"
"20311","g14873.t1","33090",3,"Viridiplantae"
"20312","g14923.t1","33090",3,"Viridiplantae"
"20313","g14955.t1","33090",3,"Viridiplantae"
"20314","g15025.t1","33090",3,"Viridiplantae"
"20315","g15058.t1","33090",3,"Viridiplantae"
"20316","g15086.t1","33090",3,"Viridiplantae"
"20317","g15086.t2","33090",3,"Viridiplantae"
"20318","g15086.t3","33090",3,"Viridiplantae"
"20319","g15180.t1","33090",3,"Viridiplantae"
"20320","g15192.t1","33090",3,"Viridiplantae"
"20321","g15197.t1","33090",3,"Viridiplantae"
"20322","g15256.t1","33090",3,"Viridiplantae"
"20323","g15293.t1","33090",3,"Viridiplantae"
"20324","g15308.t1","33090",3,"Viridiplantae"
"20325","g15360.t1","33090",3,"Viridiplantae"
"20326","g15477.t1","33090",3,"Viridiplantae"
"20327","g15524.t1","33090",3,"Viridiplantae"
"20328","g15525.t1","33090",3,"Viridiplantae"
"20329","g15541.t1","33090",3,"Viridiplantae"
"20330","g15541.t2","33090",3,"Viridiplantae"
"20331","g15541.t3","33090",3,"Viridiplantae"
"20332","g15542.t1","33090",3,"Viridiplantae"
"20333","g15549.t1","33090",3,"Viridiplantae"
"20334","g15582.t2","33090",3,"Viridiplantae"
"20335","g15596.t1","33090",3,"Viridiplantae"
"20336","g15615.t1","33090",3,"Viridiplantae"
"20337","g15631.t1","33090",3,"Viridiplantae"
"20338","g15701.t1","33090",3,"Viridiplantae"
"20339","g15747.t1","33090",3,"Viridiplantae"
"20340","g15789.t1","33090",3,"Viridiplantae"
"20341","g15807.t1","33090",3,"Viridiplantae"
"20342","g15833.t1","33090",3,"Viridiplantae"
"20343","g15839.t1","33090",3,"Viridiplantae"
"20344","g15853.t1","33090",3,"Viridiplantae"
"20345","g15861.t1","33090",3,"Viridiplantae"
"20346","g15866.t1","33090",3,"Viridiplantae"
"20347","g15921.t1","33090",3,"Viridiplantae"
"20348","g16055.t1","33090",3,"Viridiplantae"
"20349","g16064.t1","33090",3,"Viridiplantae"
"20350","g16082.t1","33090",3,"Viridiplantae"
"20351","g16083.t1","33090",3,"Viridiplantae"
"20352","g16084.t1","33090",3,"Viridiplantae"
"20353","g16085.t1","33090",3,"Viridiplantae"
"20354","g16103.t1","33090",3,"Viridiplantae"
"20355","g16122.t1","33090",3,"Viridiplantae"
"20356","g16131.t1","33090",3,"Viridiplantae"
"20357","g16156.t1","33090",3,"Viridiplantae"
"20358","g16164.t1","33090",3,"Viridiplantae"
"20359","g16225.t1","33090",3,"Viridiplantae"
"20360","g16248.t1","33090",3,"Viridiplantae"
"20361","g16273.t1","33090",3,"Viridiplantae"
"20362","g16273.t2","33090",3,"Viridiplantae"
"20363","g16278.t1","33090",3,"Viridiplantae"
"20364","g16303.t1","33090",3,"Viridiplantae"
"20365","g16314.t1","33090",3,"Viridiplantae"
"20366","g16352.t1","33090",3,"Viridiplantae"
"20367","g16360.t1","33090",3,"Viridiplantae"
"20368","g16377.t1","33090",3,"Viridiplantae"
"20369","g16383.t1","33090",3,"Viridiplantae"
"20370","g16395.t1","33090",3,"Viridiplantae"
"20371","g16396.t1","33090",3,"Viridiplantae"
"20372","g16436.t1","33090",3,"Viridiplantae"
"20373","g16459.t1","33090",3,"Viridiplantae"
"20374","g16479.t1","33090",3,"Viridiplantae"
"20375","g16486.t1","33090",3,"Viridiplantae"
"20376","g16508.t1","33090",3,"Viridiplantae"
"20377","g16520.t1","33090",3,"Viridiplantae"
"20378","g16541.t1","33090",3,"Viridiplantae"
"20379","g16589.t1","33090",3,"Viridiplantae"
"20380","g16620.t1","33090",3,"Viridiplantae"
"20381","g16635.t1","33090",3,"Viridiplantae"
"20382","g16636.t1","33090",3,"Viridiplantae"
"20383","g16637.t1","33090",3,"Viridiplantae"
"20384","g16638.t1","33090",3,"Viridiplantae"
"20385","g16682.t1","33090",3,"Viridiplantae"
"20386","g16809.t1","33090",3,"Viridiplantae"
"20387","g16809.t2","33090",3,"Viridiplantae"
"20388","g16835.t1","33090",3,"Viridiplantae"
"20389","g16937.t1","33090",3,"Viridiplantae"
"20390","g17047.t1","33090",3,"Viridiplantae"
"20391","g17049.t1","33090",3,"Viridiplantae"
"20392","g17193.t1","33090",3,"Viridiplantae"
"20393","g17218.t1","33090",3,"Viridiplantae"
"20394","g17325.t1","33090",3,"Viridiplantae"
"20395","g17356.t1","33090",3,"Viridiplantae"
"20396","g17560.t1","33090",3,"Viridiplantae"
"20397","g17580.t1","33090",3,"Viridiplantae"
"20398","g17841.t1","33090",3,"Viridiplantae"
"20399","g17999.t1","33090",3,"Viridiplantae"
"20400","g18109.t1","33090",3,"Viridiplantae"
"20401","g18131.t1","33090",3,"Viridiplantae"
"20402","g18181.t1","33090",3,"Viridiplantae"
"20403","g18284.t1","33090",3,"Viridiplantae"
"20404","g18294.t1","33090",3,"Viridiplantae"
"20405","g18369.t1","33090",3,"Viridiplantae"
"20406","g18428.t1","33090",3,"Viridiplantae"
"20407","g18475.t1","33090",3,"Viridiplantae"
"20408","g18547.t1","33090",3,"Viridiplantae"
"20409","g18584.t1","33090",3,"Viridiplantae"
"20410","g18715.t1","33090",3,"Viridiplantae"
"20411","g18791.t1","33090",3,"Viridiplantae"
"20412","g18794.t1","33090",3,"Viridiplantae"
"20413","g18810.t1","33090",3,"Viridiplantae"
"20414","g18906.t1","33090",3,"Viridiplantae"
"20415","g18970.t1","33090",3,"Viridiplantae"
"20416","g18973.t1","33090",3,"Viridiplantae"
"20417","g19018.t1","33090",3,"Viridiplantae"
"20418","g19041.t1","33090",3,"Viridiplantae"
"20419","g19044.t1","33090",3,"Viridiplantae"
"20420","g19093.t1","33090",3,"Viridiplantae"
"20421","g19113.t1","33090",3,"Viridiplantae"
"20422","g19140.t1","33090",3,"Viridiplantae"
"20423","g19185.t1","33090",3,"Viridiplantae"
"20424","g19185.t2","33090",3,"Viridiplantae"
"20425","g19228.t1","33090",3,"Viridiplantae"
"20426","g19254.t1","33090",3,"Viridiplantae"
"20427","g19271.t1","33090",3,"Viridiplantae"
"20428","g19282.t1","33090",3,"Viridiplantae"
"20429","g19321.t1","33090",3,"Viridiplantae"
"20430","g19372.t1","33090",3,"Viridiplantae"
"20431","g19500.t1","33090",3,"Viridiplantae"
"20432","g19519.t1","33090",3,"Viridiplantae"
"20433","g19533.t1","33090",3,"Viridiplantae"
"20434","g19539.t1","33090",3,"Viridiplantae"
"20435","g19546.t1","33090",3,"Viridiplantae"
"20436","g19555.t1","33090",3,"Viridiplantae"
"20437","g19576.t1","33090",3,"Viridiplantae"
"20438","g19586.t1","33090",3,"Viridiplantae"
"20439","g19613.t1","33090",3,"Viridiplantae"
"20440","g19618.t1","33090",3,"Viridiplantae"
"20441","g19625.t1","33090",3,"Viridiplantae"
"20442","g19665.t1","33090",3,"Viridiplantae"
"20443","g19667.t1","33090",3,"Viridiplantae"
"20444","g19693.t1","33090",3,"Viridiplantae"
"20445","g19723.t1","33090",3,"Viridiplantae"
"20446","g19735.t1","33090",3,"Viridiplantae"
"20447","g19753.t1","33090",3,"Viridiplantae"
"20448","g19756.t1","33090",3,"Viridiplantae"
"20449","g19812.t1","33090",3,"Viridiplantae"
"20450","g19824.t1","33090",3,"Viridiplantae"
"20451","g19836.t1","33090",3,"Viridiplantae"
"20452","g19843.t1","33090",3,"Viridiplantae"
"20453","g19854.t1","33090",3,"Viridiplantae"
"20454","g19873.t1","33090",3,"Viridiplantae"
"20455","g19883.t1","33090",3,"Viridiplantae"
"20456","g19900.t1","33090",3,"Viridiplantae"
"20457","g19903.t1","33090",3,"Viridiplantae"
"20458","g19971.t1","33090",3,"Viridiplantae"
"20459","g20001.t1","33090",3,"Viridiplantae"
"20460","g20031.t1","33090",3,"Viridiplantae"
"20461","g20071.t1","33090",3,"Viridiplantae"
"20462","g20073.t1","33090",3,"Viridiplantae"
"20463","g20094.t1","33090",3,"Viridiplantae"
"20464","g20144.t1","33090",3,"Viridiplantae"
"20465","g20166.t1","33090",3,"Viridiplantae"
"20466","g20190.t1","33090",3,"Viridiplantae"
"20467","g20203.t1","33090",3,"Viridiplantae"
"20468","g20267.t1","33090",3,"Viridiplantae"
"20469","g20285.t1","33090",3,"Viridiplantae"
"20470","g20290.t1","33090",3,"Viridiplantae"
"20471","g20308.t1","33090",3,"Viridiplantae"
"20472","g20310.t1","33090",3,"Viridiplantae"
"20473","g20320.t1","33090",3,"Viridiplantae"
"20474","g20361.t1","33090",3,"Viridiplantae"
"20475","g20363.t1","33090",3,"Viridiplantae"
"20476","g20383.t1","33090",3,"Viridiplantae"
"20477","g20394.t1","33090",3,"Viridiplantae"
"20478","g20484.t1","33090",3,"Viridiplantae"
"20479","g20486.t1","33090",3,"Viridiplantae"
"20480","g20542.t1","33090",3,"Viridiplantae"
"20481","g20553.t1","33090",3,"Viridiplantae"
"20482","g20585.t1","33090",3,"Viridiplantae"
"20483","g20586.t1","33090",3,"Viridiplantae"
"20484","g20598.t1","33090",3,"Viridiplantae"
"20485","g20619.t1","33090",3,"Viridiplantae"
"20486","g20622.t1","33090",3,"Viridiplantae"
"20487","g20636.t1","33090",3,"Viridiplantae"
"20488","g20663.t1","33090",3,"Viridiplantae"
"20489","g20717.t1","33090",3,"Viridiplantae"
"20490","g20721.t1","33090",3,"Viridiplantae"
"20491","g20728.t1","33090",3,"Viridiplantae"
"20492","g20740.t1","33090",3,"Viridiplantae"
"20493","g20789.t1","33090",3,"Viridiplantae"
"20494","g20796.t1","33090",3,"Viridiplantae"
"20495","g20800.t1","33090",3,"Viridiplantae"
"20496","g20800.t2","33090",3,"Viridiplantae"
"20497","g20835.t1","33090",3,"Viridiplantae"
"20498","g20841.t1","33090",3,"Viridiplantae"
"20499","g20851.t1","33090",3,"Viridiplantae"
"20500","g20851.t2","33090",3,"Viridiplantae"
"20501","g20879.t1","33090",3,"Viridiplantae"
"20502","g20897.t1","33090",3,"Viridiplantae"
"20503","g21038.t1","33090",3,"Viridiplantae"
"20504","g21127.t1","33090",3,"Viridiplantae"
"20505","g21159.t1","33090",3,"Viridiplantae"
"20506","g21165.t1","33090",3,"Viridiplantae"
"20507","g21169.t1","33090",3,"Viridiplantae"
"20508","g21174.t1","33090",3,"Viridiplantae"
"20509","g21257.t1","33090",3,"Viridiplantae"
"20510","g21352.t1","33090",3,"Viridiplantae"
"20511","g21434.t1","33090",3,"Viridiplantae"
"20512","g21810.t1","33090",3,"Viridiplantae"
"20513","g21864.t1","33090",3,"Viridiplantae"
"20514","g22220.t1","33090",3,"Viridiplantae"
"20515","g22367.t1","33090",3,"Viridiplantae"
"20516","g22423.t1","33090",3,"Viridiplantae"
"20517","g22436.t1","33090",3,"Viridiplantae"
"20518","g22457.t1","33090",3,"Viridiplantae"
"20519","g22463.t1","33090",3,"Viridiplantae"
"20520","g22515.t1","33090",3,"Viridiplantae"
"20521","g22614.t1","33090",3,"Viridiplantae"
"20522","g22699.t1","33090",3,"Viridiplantae"
"20523","g22700.t1","33090",3,"Viridiplantae"
"20524","g22705.t1","33090",3,"Viridiplantae"
"20525","g22791.t1","33090",3,"Viridiplantae"
"20526","g22875.t1","33090",3,"Viridiplantae"
"20527","g22889.t1","33090",3,"Viridiplantae"
"20528","g22928.t1","33090",3,"Viridiplantae"
"20529","g22985.t1","33090",3,"Viridiplantae"
"20530","g22998.t1","33090",3,"Viridiplantae"
"20531","g23010.t1","33090",3,"Viridiplantae"
"20532","g23011.t1","33090",3,"Viridiplantae"
"20533","g23012.t1","33090",3,"Viridiplantae"
"20534","g23020.t1","33090",3,"Viridiplantae"
"20535","g23127.t1","33090",3,"Viridiplantae"
"20536","g23130.t1","33090",3,"Viridiplantae"
"20537","g23144.t1","33090",3,"Viridiplantae"
"20538","g23178.t1","33090",3,"Viridiplantae"
"20539","g23207.t1","33090",3,"Viridiplantae"
"20540","g23216.t1","33090",3,"Viridiplantae"
"20541","g23226.t1","33090",3,"Viridiplantae"
"20542","g23244.t1","33090",3,"Viridiplantae"
"20543","g23246.t1","33090",3,"Viridiplantae"
"20544","g23249.t1","33090",3,"Viridiplantae"
"20545","g23289.t1","33090",3,"Viridiplantae"
"20546","g23330.t1","33090",3,"Viridiplantae"
"20547","g23367.t1","33090",3,"Viridiplantae"
"20548","g23368.t1","33090",3,"Viridiplantae"
"20549","g23374.t1","33090",3,"Viridiplantae"
"20550","g23383.t1","33090",3,"Viridiplantae"
"20551","g23393.t1","33090",3,"Viridiplantae"
"20552","g23417.t1","33090",3,"Viridiplantae"
"20553","g23417.t2","33090",3,"Viridiplantae"
"20554","g23426.t1","33090",3,"Viridiplantae"
"20555","g23445.t1","33090",3,"Viridiplantae"
"20556","g23460.t1","33090",3,"Viridiplantae"
"20557","g23484.t1","33090",3,"Viridiplantae"
"20558","g23494.t1","33090",3,"Viridiplantae"
"20559","g23656.t1","33090",3,"Viridiplantae"
"20560","g23663.t2","33090",3,"Viridiplantae"
"20561","g23782.t1","33090",3,"Viridiplantae"
"20562","g23783.t1","33090",3,"Viridiplantae"
"20563","g23784.t1","33090",3,"Viridiplantae"
"20564","g23788.t1","33090",3,"Viridiplantae"
"20565","g23795.t1","33090",3,"Viridiplantae"
"20566","g23798.t1","33090",3,"Viridiplantae"
"20567","g23798.t2","33090",3,"Viridiplantae"
"20568","g23830.t1","33090",3,"Viridiplantae"
"20569","g23853.t1","33090",3,"Viridiplantae"
"20570","g23893.t1","33090",3,"Viridiplantae"
"20571","g23927.t1","33090",3,"Viridiplantae"
"20572","g23947.t1","33090",3,"Viridiplantae"
"20573","g23998.t1","33090",3,"Viridiplantae"
"20574","g24001.t1","33090",3,"Viridiplantae"
"20575","g24004.t1","33090",3,"Viridiplantae"
"20576","g24025.t1","33090",3,"Viridiplantae"
"20577","g24067.t1","33090",3,"Viridiplantae"
"20578","g24096.t1","33090",3,"Viridiplantae"
"20579","g24128.t1","33090",3,"Viridiplantae"
"20580","g24132.t1","33090",3,"Viridiplantae"
"20581","g24150.t1","33090",3,"Viridiplantae"
"20582","g24177.t1","33090",3,"Viridiplantae"
"20583","g24184.t1","33090",3,"Viridiplantae"
"20584","g24186.t1","33090",3,"Viridiplantae"
"20585","g24186.t2","33090",3,"Viridiplantae"
"20586","g24197.t1","33090",3,"Viridiplantae"
"20587","g24218.t1","33090",3,"Viridiplantae"
"20588","g24226.t1","33090",3,"Viridiplantae"
"20589","g24258.t1","33090",3,"Viridiplantae"
"20590","g24258.t2","33090",3,"Viridiplantae"
"20591","g24275.t1","33090",3,"Viridiplantae"
"20592","g24276.t1","33090",3,"Viridiplantae"
"20593","g24277.t1","33090",3,"Viridiplantae"
"20594","g24308.t1","33090",3,"Viridiplantae"
"20595","g24317.t1","33090",3,"Viridiplantae"
"20596","g24330.t2","33090",3,"Viridiplantae"
"20597","g24332.t1","33090",3,"Viridiplantae"
"20598","g24350.t1","33090",3,"Viridiplantae"
"20599","g24372.t1","33090",3,"Viridiplantae"
"20600","g24411.t1","33090",3,"Viridiplantae"
"20601","g24458.t1","33090",3,"Viridiplantae"
"20602","g24489.t1","33090",3,"Viridiplantae"
"20603","g24511.t1","33090",3,"Viridiplantae"
"20604","g24541.t1","33090",3,"Viridiplantae"
"20605","g24564.t1","33090",3,"Viridiplantae"
"20606","g24565.t1","33090",3,"Viridiplantae"
"20607","g24565.t2","33090",3,"Viridiplantae"
"20608","g24580.t1","33090",3,"Viridiplantae"
"20609","g24624.t1","33090",3,"Viridiplantae"
"20610","g24630.t1","33090",3,"Viridiplantae"
"20611","g24701.t1","33090",3,"Viridiplantae"
"20612","g24704.t1","33090",3,"Viridiplantae"
"20613","g24719.t1","33090",3,"Viridiplantae"
"20614","g24721.t1","33090",3,"Viridiplantae"
"20615","g24757.t1","33090",3,"Viridiplantae"
"20616","g24759.t1","33090",3,"Viridiplantae"
"20617","g24763.t1","33090",3,"Viridiplantae"
"20618","g24797.t1","33090",3,"Viridiplantae"
"20619","g24865.t1","33090",3,"Viridiplantae"
"20620","g24867.t1","33090",3,"Viridiplantae"
"20621","g24869.t1","33090",3,"Viridiplantae"
"20622","g24874.t1","33090",3,"Viridiplantae"
"20623","g24898.t1","33090",3,"Viridiplantae"
"20624","g24898.t2","33090",3,"Viridiplantae"
"20625","g24956.t1","33090",3,"Viridiplantae"
"20626","g25004.t1","33090",3,"Viridiplantae"
"20627","g25004.t2","33090",3,"Viridiplantae"
"20628","g25010.t1","33090",3,"Viridiplantae"
"20629","g25020.t1","33090",3,"Viridiplantae"
"20630","g25023.t1","33090",3,"Viridiplantae"
"20631","g25036.t1","33090",3,"Viridiplantae"
"20632","g25038.t1","33090",3,"Viridiplantae"
"20633","g25038.t2","33090",3,"Viridiplantae"
"20634","g25055.t1","33090",3,"Viridiplantae"
"20635","g25090.t1","33090",3,"Viridiplantae"
"20636","g25093.t2","33090",3,"Viridiplantae"
"20637","g25111.t1","33090",3,"Viridiplantae"
"20638","g25138.t1","33090",3,"Viridiplantae"
"20639","g25145.t1","33090",3,"Viridiplantae"
"20640","g25188.t1","33090",3,"Viridiplantae"
"20641","g25225.t1","33090",3,"Viridiplantae"
"20642","g25246.t1","33090",3,"Viridiplantae"
"20643","g25381.t1","33090",3,"Viridiplantae"
"20644","g25381.t2","33090",3,"Viridiplantae"
"20645","g25470.t1","33090",3,"Viridiplantae"
"20646","g25472.t1","33090",3,"Viridiplantae"
"20647","g25496.t1","33090",3,"Viridiplantae"
"20648","g25506.t1","33090",3,"Viridiplantae"
"20649","g25559.t1","33090",3,"Viridiplantae"
"20650","g25561.t1","33090",3,"Viridiplantae"
"20651","g25586.t1","33090",3,"Viridiplantae"
"20652","g25599.t1","33090",3,"Viridiplantae"
"20653","g25612.t1","33090",3,"Viridiplantae"
"20654","g25724.t1","33090",3,"Viridiplantae"
"20655","g25753.t1","33090",3,"Viridiplantae"
"20656","g25763.t1","33090",3,"Viridiplantae"
"20657","g25809.t1","33090",3,"Viridiplantae"
"20658","g25824.t1","33090",3,"Viridiplantae"
"20659","g25827.t1","33090",3,"Viridiplantae"
"20660","g25831.t1","33090",3,"Viridiplantae"
"20661","g25834.t1","33090",3,"Viridiplantae"
"20662","g25845.t1","33090",3,"Viridiplantae"
"20663","g25864.t1","33090",3,"Viridiplantae"
"20664","g25870.t1","33090",3,"Viridiplantae"
"20665","g25923.t1","33090",3,"Viridiplantae"
"20666","g25955.t1","33090",3,"Viridiplantae"
"20667","g25960.t1","33090",3,"Viridiplantae"
"20668","g25969.t1","33090",3,"Viridiplantae"
"20669","g26065.t1","33090",3,"Viridiplantae"
"20670","g26167.t1","33090",3,"Viridiplantae"
"20671","g26233.t1","33090",3,"Viridiplantae"
"20672","g26258.t1","33090",3,"Viridiplantae"
"20673","g26259.t1","33090",3,"Viridiplantae"
"20674","g26260.t1","33090",3,"Viridiplantae"
"20675","g26264.t1","33090",3,"Viridiplantae"
"20676","g26345.t1","33090",3,"Viridiplantae"
"20677","g26346.t1","33090",3,"Viridiplantae"
"20678","g26346.t2","33090",3,"Viridiplantae"
"20679","g26402.t1","33090",3,"Viridiplantae"
"20680","g26461.t1","33090",3,"Viridiplantae"
"20681","g26491.t1","33090",3,"Viridiplantae"
"20682","g26538.t1","33090",3,"Viridiplantae"
"20683","g26540.t1","33090",3,"Viridiplantae"
"20684","g26572.t1","33090",3,"Viridiplantae"
"20685","g26577.t1","33090",3,"Viridiplantae"
"20686","g26582.t1","33090",3,"Viridiplantae"
"20687","g26592.t1","33090",3,"Viridiplantae"
"20688","g26613.t1","33090",3,"Viridiplantae"
"20689","g26642.t1","33090",3,"Viridiplantae"
"20690","g26655.t1","33090",3,"Viridiplantae"
"20691","g26658.t1","33090",3,"Viridiplantae"
"20692","g26679.t1","33090",3,"Viridiplantae"
"20693","g26701.t1","33090",3,"Viridiplantae"
"20694","g26701.t2","33090",3,"Viridiplantae"
"20695","g26735.t1","33090",3,"Viridiplantae"
"20696","g26735.t2","33090",3,"Viridiplantae"
"20697","g26746.t1","33090",3,"Viridiplantae"
"20698","g26754.t1","33090",3,"Viridiplantae"
"20699","g26821.t1","33090",3,"Viridiplantae"
"20700","g26848.t1","33090",3,"Viridiplantae"
"20701","g26862.t1","33090",3,"Viridiplantae"
"20702","g26875.t1","33090",3,"Viridiplantae"
"20703","g26949.t1","33090",3,"Viridiplantae"
"20704","g26958.t1","33090",3,"Viridiplantae"
"20705","g26958.t2","33090",3,"Viridiplantae"
"20706","g26958.t3","33090",3,"Viridiplantae"
"20707","g26968.t1","33090",3,"Viridiplantae"
"20708","g27016.t1","33090",3,"Viridiplantae"
"20709","g27058.t1","33090",3,"Viridiplantae"
"20710","g27059.t1","33090",3,"Viridiplantae"
"20711","g27078.t1","33090",3,"Viridiplantae"
"20712","g27094.t1","33090",3,"Viridiplantae"
"20713","g27101.t1","33090",3,"Viridiplantae"
"20714","g27103.t1","33090",3,"Viridiplantae"
"20715","g27121.t1","33090",3,"Viridiplantae"
"20716","g27122.t1","33090",3,"Viridiplantae"
"20717","g27122.t2","33090",3,"Viridiplantae"
"20718","g27122.t3","33090",3,"Viridiplantae"
"20719","g27188.t1","33090",3,"Viridiplantae"
"20720","g27215.t1","33090",3,"Viridiplantae"
"20721","g27229.t1","33090",3,"Viridiplantae"
"20722","g27247.t1","33090",3,"Viridiplantae"
"20723","g27249.t1","33090",3,"Viridiplantae"
"20724","g27289.t1","33090",3,"Viridiplantae"
"20725","g27293.t1","33090",3,"Viridiplantae"
"20726","g27331.t1","33090",3,"Viridiplantae"
"20727","g27355.t1","33090",3,"Viridiplantae"
"20728","g27394.t1","33090",3,"Viridiplantae"
"20729","g27420.t1","33090",3,"Viridiplantae"
"20730","g27428.t1","33090",3,"Viridiplantae"
"20731","g27429.t1","33090",3,"Viridiplantae"
"20732","g27430.t1","33090",3,"Viridiplantae"
"20733","g27536.t1","33090",3,"Viridiplantae"
"20734","g27551.t1","33090",3,"Viridiplantae"
"20735","g27568.t1","33090",3,"Viridiplantae"
"20736","g27577.t1","33090",3,"Viridiplantae"
"20737","g27593.t1","33090",3,"Viridiplantae"
"20738","g27673.t1","33090",3,"Viridiplantae"
"20739","g27690.t1","33090",3,"Viridiplantae"
"20740","g27718.t1","33090",3,"Viridiplantae"
"20741","g27722.t1","33090",3,"Viridiplantae"
"20742","g27742.t1","33090",3,"Viridiplantae"
"20743","g27743.t1","33090",3,"Viridiplantae"
"20744","g27749.t1","33090",3,"Viridiplantae"
"20745","g27788.t1","33090",3,"Viridiplantae"
"20746","g27830.t1","33090",3,"Viridiplantae"
"20747","g27841.t1","33090",3,"Viridiplantae"
"20748","g27875.t1","33090",3,"Viridiplantae"
"20749","g27901.t1","33090",3,"Viridiplantae"
"20750","g27914.t1","33090",3,"Viridiplantae"
"20751","g27945.t1","33090",3,"Viridiplantae"
"20752","g27977.t1","33090",3,"Viridiplantae"
"20753","g27985.t1","33090",3,"Viridiplantae"
"20754","g28001.t1","33090",3,"Viridiplantae"
"20755","g28001.t2","33090",3,"Viridiplantae"
"20756","g28033.t1","33090",3,"Viridiplantae"
"20757","g28095.t1","33090",3,"Viridiplantae"
"20758","g28109.t1","33090",3,"Viridiplantae"
"20759","g28117.t1","33090",3,"Viridiplantae"
"20760","g28127.t1","33090",3,"Viridiplantae"
"20761","g28173.t1","33090",3,"Viridiplantae"
"20762","g28184.t1","33090",3,"Viridiplantae"
"20763","g28192.t1","33090",3,"Viridiplantae"
"20764","g28195.t1","33090",3,"Viridiplantae"
"20765","g28198.t1","33090",3,"Viridiplantae"
"20766","g28222.t1","33090",3,"Viridiplantae"
"20767","g28238.t1","33090",3,"Viridiplantae"
"20768","g28257.t1","33090",3,"Viridiplantae"
"20769","g28414.t1","33090",3,"Viridiplantae"
"20770","g28449.t1","33090",3,"Viridiplantae"
"20771","g28454.t1","33090",3,"Viridiplantae"
"20772","g28454.t2","33090",3,"Viridiplantae"
"20773","g28590.t1","33090",3,"Viridiplantae"
"20774","g28592.t1","33090",3,"Viridiplantae"
"20775","g28599.t1","33090",3,"Viridiplantae"
"20776","g28614.t1","33090",3,"Viridiplantae"
"20777","g28726.t1","33090",3,"Viridiplantae"
"20778","g28726.t2","33090",3,"Viridiplantae"
"20779","g28864.t1","33090",3,"Viridiplantae"
"20780","g29139.t1","33090",3,"Viridiplantae"
"20781","g29148.t1","33090",3,"Viridiplantae"
"20782","g29603.t1","33090",3,"Viridiplantae"
"20783","g29644.t1","33090",3,"Viridiplantae"
"20784","g29650.t1","33090",3,"Viridiplantae"
"20785","g29762.t1","33090",3,"Viridiplantae"
"20786","g30150.t1","33090",3,"Viridiplantae"
"20787","g30163.t1","33090",3,"Viridiplantae"
"20788","g30180.t1","33090",3,"Viridiplantae"
"20789","g30181.t1","33090",3,"Viridiplantae"
"20790","g30182.t1","33090",3,"Viridiplantae"
"20791","g30183.t1","33090",3,"Viridiplantae"
"20792","g30185.t1","33090",3,"Viridiplantae"
"20793","g30188.t1","33090",3,"Viridiplantae"
"20794","g30190.t1","33090",3,"Viridiplantae"
"20795","g30193.t1","33090",3,"Viridiplantae"
"20796","g30235.t1","33090",3,"Viridiplantae"
